candidate_id,ref,hebrew_phrase,hebrew_token,proposed_values,evidence_source_id,evidence_note,confidence,current_status,what_to_check,recommended_default_decision,yossi_decision,yossi_notes,safety_warning
p2_std_024,Bereishis 2:7,עָפָר מִן הָאֲדָמָה,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_025,Bereishis 2:7,וַיִּפַּח בְּאַפָּיו נִשְׁמַת חַיִּים,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_026,Bereishis 2:7,וַיְהִי הָאָדָם לְנֶפֶשׁ חַיָּה,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_027,Bereishis 2:8,וַיִּטַּע יְהוָה אֱלֹהִים,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_028,Bereishis 2:8,גַּן בְּעֵדֶן מִקֶּדֶם,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_029,Bereishis 2:8,וַיָּשֶׂם שָׁם,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_030,Bereishis 2:8,אֶת הָאָדָם אֲשֶׁר יָצָר,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_031,Bereishis 2:9,וַיַּצְמַח יְהוָה אֱלֹהִים מִן הָאֲדָמָה,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_032,Bereishis 2:9,כׇּל עֵץ,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_033,Bereishis 2:9,נֶחְמָד לְמַרְאֶה וְטוֹב לְמַאֲכָל,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_034,Bereishis 2:9,וְעֵץ הַחַיִּים,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_035,Bereishis 2:9,בְּתוֹךְ הַגָּן,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_036,Bereishis 2:9,וְעֵץ הַדַּעַת טוֹב וָרָע,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_037,Bereishis 2:10,וְנָהָר יֹצֵא מֵעֵדֶן,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_038,Bereishis 2:10,לְהַשְׁקוֹת אֶת הַגָּן,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_039,Bereishis 2:10,וּמִשָּׁם יִפָּרֵד,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_040,Bereishis 2:10,וְהָיָה לְאַרְבָּעָה רָאשִׁים,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_041,Bereishis 2:11,שֵׁם הָאֶחָד פִּישׁוֹן,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_042,Bereishis 2:11,הוּא הַסֹּבֵב,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_043,Bereishis 2:11,אֵת כָּל אֶרֶץ הַחֲוִילָה,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_044,Bereishis 2:11,אֲשֶׁר שָׁם הַזָּהָב,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_045,Bereishis 2:12,וּזֲהַב הָאָרֶץ הַהִוא טוֹב,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_046,Bereishis 2:12,שָׁם הַבְּדֹלַח וְאֶבֶן הַשֹּׁהַם,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_047,Bereishis 2:13,וְשֵׁם הַנָּהָר הַשֵּׁנִי גִּיחוֹן,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_048,Bereishis 2:13,הוּא הַסּוֹבֵב,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
p2_std_049,Bereishis 2:13,אֵת כָּל אֶרֶץ כּוּשׁ,,proposed_skill_id=phrase_translation,sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah,Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.,low,pending_yossi_enrichment_review,"Yossi should review this Perek 2 Phrase-Level Standards Enrichment enrichment candidate and either verify, revise, source-only, or mark follow-up.",needs_follow_up,,,"This is enrichment review only. It is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval."
