source_candidate_file	source_candidate_id	ref	hebrew_token	category	compressed_review_group_id	recommended_group_decision
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_272	Bereishis 2:21	עַל	morphology_function_word_source_only	p2_comp_007	source_only
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_309	Bereishis 2:24	עַל	morphology_function_word_source_only	p2_comp_007	source_only
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_003	Bereishis 2:1	וְהָאָרֶץ	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_004	Bereishis 2:1	וְכׇל	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_016	Bereishis 2:2	מִכָּל	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_029	Bereishis 2:3	שָׁבַת	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_030	Bereishis 2:3	מִכָּל	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_033	Bereishis 2:3	בָּרָא	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_035	Bereishis 2:3	לַעֲשׂוֹת	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_039	Bereishis 2:4	וְהָאָרֶץ	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_042	Bereishis 2:4	עֲשׂוֹת	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_045	Bereishis 2:4	אֶרֶץ	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_047	Bereishis 2:5	וְכֹל	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_048	Bereishis 2:5	שִׂיחַ	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_052	Bereishis 2:5	בָאָרֶץ	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_053	Bereishis 2:5	וְכׇל	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_054	Bereishis 2:5	עֵשֶׂב	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_066	Bereishis 2:5	אַיִן	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_067	Bereishis 2:5	לַעֲבֹד	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_070	Bereishis 2:6	וְאֵד	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_084	Bereishis 2:7	עָפָר	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_089	Bereishis 2:7	נִשְׁמַת	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_093	Bereishis 2:7	לְנֶפֶשׁ	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_098	Bereishis 2:8	גַּן	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_099	Bereishis 2:8	בְּעֵדֶן	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_113	Bereishis 2:9	עֵץ	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_114	Bereishis 2:9	נֶחְמָד	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_116	Bereishis 2:9	וְטוֹב	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_117	Bereishis 2:9	לְמַאֲכָל	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_118	Bereishis 2:9	וְעֵץ	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_121	Bereishis 2:9	הַגָּן	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_122	Bereishis 2:9	וְעֵץ	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_124	Bereishis 2:9	טוֹב	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_125	Bereishis 2:9	וָרָע	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_126	Bereishis 2:10	וְנָהָר	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_128	Bereishis 2:10	מֵעֵדֶן	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_129	Bereishis 2:10	לְהַשְׁקוֹת	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_131	Bereishis 2:10	הַגָּן	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_139	Bereishis 2:11	פִּישׁוֹן	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_140	Bereishis 2:11	הוּא	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_144	Bereishis 2:11	אֶרֶץ	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_149	Bereishis 2:12	וּזֲהַב	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_152	Bereishis 2:12	טוֹב	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_155	Bereishis 2:12	וְאֶבֶן	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_160	Bereishis 2:13	גִּיחוֹן	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_161	Bereishis 2:13	הוּא	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_165	Bereishis 2:13	אֶרֶץ	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_166	Bereishis 2:13	כּוּשׁ	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_170	Bereishis 2:14	חִדֶּקֶל	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_171	Bereishis 2:14	הוּא	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_173	Bereishis 2:14	קִדְמַת	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_174	Bereishis 2:14	אַשּׁוּר	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_175	Bereishis 2:14	וְהַנָּהָר	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_177	Bereishis 2:14	הוּא	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_178	Bereishis 2:14	פְרָת	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_185	Bereishis 2:15	בְגַן	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_186	Bereishis 2:15	עֵדֶן	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_194	Bereishis 2:16	לֵאמֹר	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_195	Bereishis 2:16	מִכֹּל	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_196	Bereishis 2:16	עֵץ	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_197	Bereishis 2:16	הַגָּן	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_198	Bereishis 2:16	אָכֹל	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_200	Bereishis 2:17	וּמֵעֵץ	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_202	Bereishis 2:17	טוֹב	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_203	Bereishis 2:17	וָרָע	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_211	Bereishis 2:17	מוֹת	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_217	Bereishis 2:18	טוֹב	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_223	Bereishis 2:18	עֵזֶר	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_231	Bereishis 2:19	חַיַּת	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_233	Bereishis 2:19	וְאֵת	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_235	Bereishis 2:19	עוֹף	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_240	Bereishis 2:19	לִרְאוֹת	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_244	Bereishis 2:19	וְכֹל	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_249	Bereishis 2:19	נֶפֶשׁ	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_251	Bereishis 2:19	הוּא	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_255	Bereishis 2:20	שֵׁמוֹת	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_256	Bereishis 2:20	לְכָל	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_258	Bereishis 2:20	וּלְעוֹף	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_260	Bereishis 2:20	וּלְכֹל	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_261	Bereishis 2:20	חַיַּת	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_265	Bereishis 2:20	מָצָא	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_266	Bereishis 2:20	עֵזֶר	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_276	Bereishis 2:21	אַחַת	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_279	Bereishis 2:21	בָּשָׂר	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_287	Bereishis 2:22	לָקַח	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_296	Bereishis 2:23	זֹאת	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_300	Bereishis 2:23	וּבָשָׂר	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_302	Bereishis 2:23	לְזֹאת	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_306	Bereishis 2:23	מֵאִישׁ	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_308	Bereishis 2:23	זֹּאת	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_310	Bereishis 2:24	כֵּן	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_312	Bereishis 2:24	אִישׁ	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_315	Bereishis 2:24	וְאֶת	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_317	Bereishis 2:24	וְדָבַק	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_320	Bereishis 2:24	לְבָשָׂר	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_321	Bereishis 2:24	אֶחָד	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_327	Bereishis 2:25	וְלֹא	morphology_general_deferred	p2_comp_008	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_002	Bereishis 2:1	הַשָּׁמַיִם	morphology_prefix_article_or_stem_follow_up	p2_comp_009	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_009	Bereishis 2:2	הַשְּׁבִיעִי	morphology_prefix_article_or_stem_follow_up	p2_comp_009	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_015	Bereishis 2:2	הַשְּׁבִיעִי	morphology_prefix_article_or_stem_follow_up	p2_comp_009	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_024	Bereishis 2:3	הַשְּׁבִיעִי	morphology_prefix_article_or_stem_follow_up	p2_comp_009	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_038	Bereishis 2:4	הַשָּׁמַיִם	morphology_prefix_article_or_stem_follow_up	p2_comp_009	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_049	Bereishis 2:5	הַשָּׂדֶה	morphology_prefix_article_or_stem_follow_up	p2_comp_009	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_055	Bereishis 2:5	הַשָּׂדֶה	morphology_prefix_article_or_stem_follow_up	p2_comp_009	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_060	Bereishis 2:5	הִמְטִיר	morphology_prefix_article_or_stem_follow_up	p2_comp_009	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_064	Bereishis 2:5	הָאָרֶץ	morphology_prefix_article_or_stem_follow_up	p2_comp_009	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_069	Bereishis 2:5	הָאֲדָמָה	morphology_prefix_article_or_stem_follow_up	p2_comp_009	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_073	Bereishis 2:6	הָאָרֶץ	morphology_prefix_article_or_stem_follow_up	p2_comp_009	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_078	Bereishis 2:6	הָאֲדָמָה	morphology_prefix_article_or_stem_follow_up	p2_comp_009	needs_follow_up
data/source_skill_enrichment/morphology_candidates/bereishis_perek_2_morphology_candidates.tsv	p2_morph_083	Bereishis 2:7	הָאָדָם	morphology_prefix_article_or_stem_follow_up	p2_comp_009	needs_follow_up
