source_candidate_file	source_candidate_id	ref	hebrew_token	category	clean_review_group_id	recommended_yossi_decision
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_219	Bereishis 2:18	הָאָדָם	clean_vocabulary_noun_group	p2_comp_129	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_239	Bereishis 2:19	הָאָדָם	clean_vocabulary_noun_group	p2_comp_129	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_248	Bereishis 2:19	הָאָדָם	clean_vocabulary_noun_group	p2_comp_129	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_254	Bereishis 2:20	הָאָדָם	clean_vocabulary_noun_group	p2_comp_129	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_273	Bereishis 2:21	הָאָדָם	clean_vocabulary_noun_group	p2_comp_129	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_289	Bereishis 2:22	הָאָדָם	clean_vocabulary_noun_group	p2_comp_129	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_293	Bereishis 2:22	הָאָדָם	clean_vocabulary_noun_group	p2_comp_129	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_295	Bereishis 2:23	הָאָדָם	clean_vocabulary_noun_group	p2_comp_129	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_325	Bereishis 2:25	הָאָדָם	clean_vocabulary_noun_group	p2_comp_129	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_069	Bereishis 2:5	הָאֲדָמָה	clean_vocabulary_noun_group	p2_comp_130	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_078	Bereishis 2:6	הָאֲדָמָה	clean_vocabulary_noun_group	p2_comp_130	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_086	Bereishis 2:7	הָאֲדָמָה	clean_vocabulary_noun_group	p2_comp_130	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_111	Bereishis 2:9	הָאֲדָמָה	clean_vocabulary_noun_group	p2_comp_130	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_229	Bereishis 2:19	הָאֲדָמָה	clean_vocabulary_noun_group	p2_comp_130	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_312	Bereishis 2:24	אִישׁ	clean_vocabulary_noun_group	p2_comp_131	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_036	Bereishis 2:4	אֵלֶּה	clean_vocabulary_noun_group	p2_comp_132	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_316	Bereishis 2:24	אִמּוֹ	clean_vocabulary_noun_group	p2_comp_133	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_003	Bereishis 2:1	וְהָאָרֶץ	clean_vocabulary_noun_group	p2_comp_134	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_039	Bereishis 2:4	וְהָאָרֶץ	clean_vocabulary_noun_group	p2_comp_134	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_045	Bereishis 2:4	אֶרֶץ	clean_vocabulary_noun_group	p2_comp_134	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_064	Bereishis 2:5	הָאָרֶץ	clean_vocabulary_noun_group	p2_comp_134	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_073	Bereishis 2:6	הָאָרֶץ	clean_vocabulary_noun_group	p2_comp_134	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_144	Bereishis 2:11	אֶרֶץ	clean_vocabulary_noun_group	p2_comp_134	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_150	Bereishis 2:12	הָאָרֶץ	clean_vocabulary_noun_group	p2_comp_134	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_165	Bereishis 2:13	אֶרֶץ	clean_vocabulary_noun_group	p2_comp_134	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_304	Bereishis 2:23	אִשָּׁה	clean_vocabulary_noun_group	p2_comp_135	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_154	Bereishis 2:12	הַבְּדֹלַח	clean_vocabulary_noun_group	p2_comp_136	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_279	Bereishis 2:21	בָּשָׂר	clean_vocabulary_noun_group	p2_comp_137	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_300	Bereishis 2:23	וּבָשָׂר	clean_vocabulary_noun_group	p2_comp_137	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_098	Bereishis 2:8	גַּן	clean_vocabulary_noun_group	p2_comp_138	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_121	Bereishis 2:9	הַגָּן	clean_vocabulary_noun_group	p2_comp_138	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_131	Bereishis 2:10	הַגָּן	clean_vocabulary_noun_group	p2_comp_138	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_197	Bereishis 2:16	הַגָּן	clean_vocabulary_noun_group	p2_comp_138	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_148	Bereishis 2:11	הַזָּהָב	clean_vocabulary_noun_group	p2_comp_139	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_149	Bereishis 2:12	וּזֲהַב	clean_vocabulary_noun_group	p2_comp_139	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_090	Bereishis 2:7	חַיִּים	clean_vocabulary_noun_group	p2_comp_140	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_119	Bereishis 2:9	הַחַיִּים	clean_vocabulary_noun_group	p2_comp_140	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_116	Bereishis 2:9	וְטוֹב	clean_vocabulary_noun_group	p2_comp_141	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_124	Bereishis 2:9	טוֹב	clean_vocabulary_noun_group	p2_comp_141	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_152	Bereishis 2:12	טוֹב	clean_vocabulary_noun_group	p2_comp_141	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_202	Bereishis 2:17	טוֹב	clean_vocabulary_noun_group	p2_comp_141	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_217	Bereishis 2:18	טוֹב	clean_vocabulary_noun_group	p2_comp_141	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_023	Bereishis 2:3	יוֹם	clean_vocabulary_noun_group	p2_comp_142	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_010	Bereishis 2:2	מְלַאכְתּוֹ	clean_vocabulary_noun_group	p2_comp_143	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_017	Bereishis 2:2	מְלַאכְתּוֹ	clean_vocabulary_noun_group	p2_comp_143	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_031	Bereishis 2:3	מְלַאכְתּוֹ	clean_vocabulary_noun_group	p2_comp_143	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_126	Bereishis 2:10	וְנָהָר	clean_vocabulary_noun_group	p2_comp_144	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_158	Bereishis 2:13	הַנָּהָר	clean_vocabulary_noun_group	p2_comp_144	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_168	Bereishis 2:14	הַנָּהָר	clean_vocabulary_noun_group	p2_comp_144	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_175	Bereishis 2:14	וְהַנָּהָר	clean_vocabulary_noun_group	p2_comp_144	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_249	Bereishis 2:19	נֶפֶשׁ	clean_vocabulary_noun_group	p2_comp_145	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_186	Bereishis 2:15	עֵדֶן	clean_vocabulary_noun_group	p2_comp_146	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_223	Bereishis 2:18	עֵזֶר	clean_vocabulary_noun_group	p2_comp_147	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_266	Bereishis 2:20	עֵזֶר	clean_vocabulary_noun_group	p2_comp_147	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_113	Bereishis 2:9	עֵץ	clean_vocabulary_noun_group	p2_comp_148	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_118	Bereishis 2:9	וְעֵץ	clean_vocabulary_noun_group	p2_comp_148	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_122	Bereishis 2:9	וְעֵץ	clean_vocabulary_noun_group	p2_comp_148	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_196	Bereishis 2:16	עֵץ	clean_vocabulary_noun_group	p2_comp_148	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_054	Bereishis 2:5	עֵשֶׂב	clean_vocabulary_noun_group	p2_comp_149	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_005	Bereishis 2:1	צְבָאָם	clean_vocabulary_noun_group	p2_comp_150	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_285	Bereishis 2:22	הַצֵּלָע	clean_vocabulary_noun_group	p2_comp_151	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_125	Bereishis 2:9	וָרָע	clean_vocabulary_noun_group	p2_comp_152	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_203	Bereishis 2:17	וָרָע	clean_vocabulary_noun_group	p2_comp_152	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_009	Bereishis 2:2	הַשְּׁבִיעִי	clean_vocabulary_noun_group	p2_comp_153	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_015	Bereishis 2:2	הַשְּׁבִיעִי	clean_vocabulary_noun_group	p2_comp_153	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_024	Bereishis 2:3	הַשְּׁבִיעִי	clean_vocabulary_noun_group	p2_comp_153	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_049	Bereishis 2:5	הַשָּׂדֶה	clean_vocabulary_noun_group	p2_comp_154	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_055	Bereishis 2:5	הַשָּׂדֶה	clean_vocabulary_noun_group	p2_comp_154	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_232	Bereishis 2:19	הַשָּׂדֶה	clean_vocabulary_noun_group	p2_comp_154	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_262	Bereishis 2:20	הַשָּׂדֶה	clean_vocabulary_noun_group	p2_comp_154	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_102	Bereishis 2:8	שָׁם	clean_vocabulary_noun_group	p2_comp_155	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_137	Bereishis 2:11	שֵׁם	clean_vocabulary_noun_group	p2_comp_155	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_147	Bereishis 2:11	שָׁם	clean_vocabulary_noun_group	p2_comp_155	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_153	Bereishis 2:12	שָׁם	clean_vocabulary_noun_group	p2_comp_155	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_157	Bereishis 2:13	וְשֵׁם	clean_vocabulary_noun_group	p2_comp_155	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_167	Bereishis 2:14	וְשֵׁם	clean_vocabulary_noun_group	p2_comp_155	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_002	Bereishis 2:1	הַשָּׁמַיִם	clean_vocabulary_noun_group	p2_comp_156	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_038	Bereishis 2:4	הַשָּׁמַיִם	clean_vocabulary_noun_group	p2_comp_156	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_046	Bereishis 2:4	וְשָׁמָיִם	clean_vocabulary_noun_group	p2_comp_156	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_236	Bereishis 2:19	הַשָּׁמַיִם	clean_vocabulary_noun_group	p2_comp_156	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_259	Bereishis 2:20	הַשָּׁמַיִם	clean_vocabulary_noun_group	p2_comp_156	needs_follow_up
data/source_skill_enrichment/vocabulary_shoresh_candidates/bereishis_perek_2_vocabulary_shoresh_candidates.tsv	p2_vocab_037	Bereishis 2:4	תוֹלְדוֹת	clean_vocabulary_noun_group	p2_comp_157	needs_follow_up
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_314	Bereishis 2:24	אָבִיו	token_split_clean_noun_standards	p2_comp_014	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_155	Bereishis 2:12	וְאֶבֶן	token_split_clean_noun_standards	p2_comp_015	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_065	Bereishis 2:5	וְאָדָם	token_split_clean_noun_standards	p2_comp_016	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_083	Bereishis 2:7	הָאָדָם	token_split_clean_noun_standards	p2_comp_016	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_092	Bereishis 2:7	הָאָדָם	token_split_clean_noun_standards	p2_comp_016	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_104	Bereishis 2:8	הָאָדָם	token_split_clean_noun_standards	p2_comp_016	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_183	Bereishis 2:15	הָאָדָם	token_split_clean_noun_standards	p2_comp_016	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_193	Bereishis 2:16	הָאָדָם	token_split_clean_noun_standards	p2_comp_016	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_219	Bereishis 2:18	הָאָדָם	token_split_clean_noun_standards	p2_comp_016	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_239	Bereishis 2:19	הָאָדָם	token_split_clean_noun_standards	p2_comp_016	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_248	Bereishis 2:19	הָאָדָם	token_split_clean_noun_standards	p2_comp_016	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_254	Bereishis 2:20	הָאָדָם	token_split_clean_noun_standards	p2_comp_016	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_273	Bereishis 2:21	הָאָדָם	token_split_clean_noun_standards	p2_comp_016	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_289	Bereishis 2:22	הָאָדָם	token_split_clean_noun_standards	p2_comp_016	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_293	Bereishis 2:22	הָאָדָם	token_split_clean_noun_standards	p2_comp_016	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_295	Bereishis 2:23	הָאָדָם	token_split_clean_noun_standards	p2_comp_016	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_325	Bereishis 2:25	הָאָדָם	token_split_clean_noun_standards	p2_comp_016	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_069	Bereishis 2:5	הָאֲדָמָה	token_split_clean_noun_standards	p2_comp_017	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_078	Bereishis 2:6	הָאֲדָמָה	token_split_clean_noun_standards	p2_comp_017	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_086	Bereishis 2:7	הָאֲדָמָה	token_split_clean_noun_standards	p2_comp_017	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_111	Bereishis 2:9	הָאֲדָמָה	token_split_clean_noun_standards	p2_comp_017	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_229	Bereishis 2:19	הָאֲדָמָה	token_split_clean_noun_standards	p2_comp_017	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_312	Bereishis 2:24	אִישׁ	token_split_clean_noun_standards	p2_comp_018	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_036	Bereishis 2:4	אֵלֶּה	token_split_clean_noun_standards	p2_comp_019	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_316	Bereishis 2:24	אִמּוֹ	token_split_clean_noun_standards	p2_comp_020	verified
data/source_skill_enrichment/standards_candidates/bereishis_perek_2_token_split_standards_candidates.tsv	p2_tstd_003	Bereishis 2:1	וְהָאָרֶץ	token_split_clean_noun_standards	p2_comp_021	verified
