candidate_id	parent_candidate_id	source_map_file	source_row_id	ref	hebrew_phrase	token_index	hebrew_token	clean_hebrew_no_nikud	proposed_skill_id	proposed_zekelman_standard	proposed_standard_level	canonical_skill_id	canonical_standard_anchor	evidence_source_id	evidence_source_type	evidence_note	confidence	enrichment_review_status	yossi_decision	yossi_notes	question_allowed	protected_preview_allowed	reviewed_bank_allowed	runtime_allowed
p2_tstd_011	p2_std_003	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_003	Bereishis 2:2	וַיְכַל אֱלֹהִים בַּיּוֹם הַשְּׁבִיעִי מְלַאכְתּוֹ אֲשֶׁר עָשָׂה	6	אֲשֶׁר	אשר	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_012	p2_std_003	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_003	Bereishis 2:2	וַיְכַל אֱלֹהִים בַּיּוֹם הַשְּׁבִיעִי מְלַאכְתּוֹ אֲשֶׁר עָשָׂה	7	עָשָׂה	עשה	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_013	p2_std_004	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_004	Bereishis 2:2	וַיִּשְׁבֹּת בַּיּוֹם הַשְּׁבִיעִי	1	וַיִּשְׁבֹּת	וישבת	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_014	p2_std_004	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_004	Bereishis 2:2	וַיִּשְׁבֹּת בַּיּוֹם הַשְּׁבִיעִי	2	בַּיּוֹם	ביום	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_015	p2_std_004	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_004	Bereishis 2:2	וַיִּשְׁבֹּת בַּיּוֹם הַשְּׁבִיעִי	3	הַשְּׁבִיעִי	השביעי	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_016	p2_std_005	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_005	Bereishis 2:2	מִכָּל מְלַאכְתּוֹ אֲשֶׁר עָשָׂה	1	מִכָּל	מכל	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_017	p2_std_005	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_005	Bereishis 2:2	מִכָּל מְלַאכְתּוֹ אֲשֶׁר עָשָׂה	2	מְלַאכְתּוֹ	מלאכתו	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_018	p2_std_005	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_005	Bereishis 2:2	מִכָּל מְלַאכְתּוֹ אֲשֶׁר עָשָׂה	3	אֲשֶׁר	אשר	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_019	p2_std_005	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_005	Bereishis 2:2	מִכָּל מְלַאכְתּוֹ אֲשֶׁר עָשָׂה	4	עָשָׂה	עשה	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_020	p2_std_006	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_006	Bereishis 2:3	וַיְבָרֶךְ אֱלֹהִים אֶת יוֹם הַשְּׁבִיעִי וַיְקַדֵּשׁ אֹתוֹ	1	וַיְבָרֶךְ	ויברך	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_021	p2_std_006	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_006	Bereishis 2:3	וַיְבָרֶךְ אֱלֹהִים אֶת יוֹם הַשְּׁבִיעִי וַיְקַדֵּשׁ אֹתוֹ	2	אֱלֹהִים	אלהים	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_022	p2_std_006	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_006	Bereishis 2:3	וַיְבָרֶךְ אֱלֹהִים אֶת יוֹם הַשְּׁבִיעִי וַיְקַדֵּשׁ אֹתוֹ	3	אֶת	את	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_023	p2_std_006	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_006	Bereishis 2:3	וַיְבָרֶךְ אֱלֹהִים אֶת יוֹם הַשְּׁבִיעִי וַיְקַדֵּשׁ אֹתוֹ	4	יוֹם	יום	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_024	p2_std_006	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_006	Bereishis 2:3	וַיְבָרֶךְ אֱלֹהִים אֶת יוֹם הַשְּׁבִיעִי וַיְקַדֵּשׁ אֹתוֹ	5	הַשְּׁבִיעִי	השביעי	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_025	p2_std_006	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_006	Bereishis 2:3	וַיְבָרֶךְ אֱלֹהִים אֶת יוֹם הַשְּׁבִיעִי וַיְקַדֵּשׁ אֹתוֹ	6	וַיְקַדֵּשׁ	ויקדש	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_026	p2_std_006	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_006	Bereishis 2:3	וַיְבָרֶךְ אֱלֹהִים אֶת יוֹם הַשְּׁבִיעִי וַיְקַדֵּשׁ אֹתוֹ	7	אֹתוֹ	אתו	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_027	p2_std_007	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_007	Bereishis 2:3	כִּי בוֹ שָׁבַת	1	כִּי	כי	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_028	p2_std_007	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_007	Bereishis 2:3	כִּי בוֹ שָׁבַת	2	בוֹ	בו	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_029	p2_std_007	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_007	Bereishis 2:3	כִּי בוֹ שָׁבַת	3	שָׁבַת	שבת	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_030	p2_std_008	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_008	Bereishis 2:3	מִכָּל מְלַאכְתּוֹ	1	מִכָּל	מכל	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_031	p2_std_008	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_008	Bereishis 2:3	מִכָּל מְלַאכְתּוֹ	2	מְלַאכְתּוֹ	מלאכתו	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_032	p2_std_009	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_009	Bereishis 2:3	אֲשֶׁר בָּרָא אֱלֹהִים לַעֲשׂוֹת	1	אֲשֶׁר	אשר	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_033	p2_std_009	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_009	Bereishis 2:3	אֲשֶׁר בָּרָא אֱלֹהִים לַעֲשׂוֹת	2	בָּרָא	ברא	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_034	p2_std_009	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_009	Bereishis 2:3	אֲשֶׁר בָּרָא אֱלֹהִים לַעֲשׂוֹת	3	אֱלֹהִים	אלהים	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_035	p2_std_009	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_009	Bereishis 2:3	אֲשֶׁר בָּרָא אֱלֹהִים לַעֲשׂוֹת	4	לַעֲשׂוֹת	לעשות	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_036	p2_std_010	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_001	Bereishis 2:4	אֵלֶּה	1	אֵלֶּה	אלה	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_037	p2_std_011	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_002	Bereishis 2:4	תוֹלְדוֹת	1	תוֹלְדוֹת	תולדות	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_038	p2_std_012	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_003	Bereishis 2:4	הַשָּׁמַיִם וְהָאָרֶץ	1	הַשָּׁמַיִם	השמים	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_039	p2_std_012	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_003	Bereishis 2:4	הַשָּׁמַיִם וְהָאָרֶץ	2	וְהָאָרֶץ	והארץ	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_040	p2_std_013	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_004	Bereishis 2:4	בְּהִבָּרְאָם	1	בְּהִבָּרְאָם	בהבראם	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_041	p2_std_014	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_005	Bereishis 2:4	בְּיוֹם עֲשׂוֹת יְהוָה אֱלֹהִים	1	בְּיוֹם	ביום	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_042	p2_std_014	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_005	Bereishis 2:4	בְּיוֹם עֲשׂוֹת יְהוָה אֱלֹהִים	2	עֲשׂוֹת	עשות	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_043	p2_std_014	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_005	Bereishis 2:4	בְּיוֹם עֲשׂוֹת יְהוָה אֱלֹהִים	3	יְהוָה	יהוה	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_044	p2_std_014	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_005	Bereishis 2:4	בְּיוֹם עֲשׂוֹת יְהוָה אֱלֹהִים	4	אֱלֹהִים	אלהים	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_045	p2_std_015	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_006	Bereishis 2:4	אֶרֶץ וְשָׁמָיִם	1	אֶרֶץ	ארץ	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_046	p2_std_015	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_006	Bereishis 2:4	אֶרֶץ וְשָׁמָיִם	2	וְשָׁמָיִם	ושמים	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	yossi_enrichment_verified	verified	Yossi verified this token-split clean noun standards enrichment group for enrichment mapping only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
p2_tstd_047	p2_std_016	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_007	Bereishis 2:5	וְכֹל שִׂיחַ הַשָּׂדֶה	1	וְכֹל	וכל	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_tstd_048	p2_std_016	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_007	Bereishis 2:5	וְכֹל שִׂיחַ הַשָּׂדֶה	2	שִׂיחַ	שיח	phrase_translation			phrase_translation		sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Token-split standards candidate created because phrase-level standards may be broad; Yossi must confirm token-level mapping.	low	pending_yossi_enrichment_review			needs_review	false	false	false
