candidate_id	parent_candidate_id	source_map_file	source_row_id	ref	hebrew_phrase	token_index	hebrew_token	clean_hebrew_no_nikud	proposed_skill_id	proposed_zekelman_standard	proposed_standard_level	canonical_skill_id	canonical_standard_anchor	evidence_source_id	evidence_source_type	evidence_note	confidence	enrichment_review_status	yossi_decision	yossi_notes	question_allowed	protected_preview_allowed	reviewed_bank_allowed	runtime_allowed
stdtok_b1_14_23_011	std_b1_15_r007	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_007	Bereishis 1:15	וְהָיוּ לִמְאוֹרֹת בִּרְקִיעַ הַשָּׁמַיִם	2	ל	ל	std3_06_prefix_function_identification	3.06	Levels 1-8	PREFIX.BASIC_PREPOSITIONS	3.06	data/standards/canonical_skill_contract.json:PREFIX.BASIC_PREPOSITIONS; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.06; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_007	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates prefixed ל from למאורות; prefix-function evidence remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi follow-up: verb-form, prefix/preposition, thin-evidence vocabulary, or unresolved mapping remains open.	needs_review	false	false	false
stdtok_b1_14_23_012	std_b1_15_r007	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_007	Bereishis 1:15	וְהָיוּ לִמְאוֹרֹת בִּרְקִיעַ הַשָּׁמַיִם	3	מאורות	מאורת	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_007	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates מאורות into a noun-vocabulary lane.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_013	std_b1_15_r007	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_007	Bereishis 1:15	וְהָיוּ לִמְאוֹרֹת בִּרְקִיעַ הַשָּׁמַיִם	4	רקיע	רקיע	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_007	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates רקיע into a noun-vocabulary lane.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_014	std_b1_15_r007	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_007	Bereishis 1:15	וְהָיוּ לִמְאוֹרֹת בִּרְקִיעַ הַשָּׁמַיִם	5	שמים	שמים	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_007	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates שמים into a noun-vocabulary lane.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_015	std_b1_16_r011	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_011	Bereishis 1:16	אֶת שְׁנֵי הַמְּאֹרֹת הַגְּדֹלִים	1	את	את	std3_03_function_word_recognition	3.03	Levels 1-8	PARTICLE.DIRECT_OBJECT_MARKER	3.03	data/standards/canonical_skill_contract.json:PARTICLE.DIRECT_OBJECT_MARKER; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.03; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_011	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates את as direct-object-marker/function-word review.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_016	std_b1_16_r011	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_011	Bereishis 1:16	אֶת שְׁנֵי הַמְּאֹרֹת הַגְּדֹלִים	2	מאורות	מארת	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_011	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates מאורות into a noun-vocabulary lane.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_017	std_b1_16_r012	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_012	Bereishis 1:16	אֶת הַמָּאוֹר הַגָּדֹל לְמֶמְשֶׁלֶת הַיּוֹם	1	את	את	std3_03_function_word_recognition	3.03	Levels 1-8	PARTICLE.DIRECT_OBJECT_MARKER	3.03	data/standards/canonical_skill_contract.json:PARTICLE.DIRECT_OBJECT_MARKER; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.03; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_012	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates את as direct-object-marker/function-word review.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_018	std_b1_16_r012	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_012	Bereishis 1:16	אֶת הַמָּאוֹר הַגָּדֹל לְמֶמְשֶׁלֶת הַיּוֹם	2	מאור	מאור	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_012	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates מאור into a noun-vocabulary lane.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_019	std_b1_16_r012	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_012	Bereishis 1:16	אֶת הַמָּאוֹר הַגָּדֹל לְמֶמְשֶׁלֶת הַיּוֹם	3	ל	ל	std3_06_prefix_function_identification	3.06	Levels 1-8	PREFIX.BASIC_PREPOSITIONS	3.06	data/standards/canonical_skill_contract.json:PREFIX.BASIC_PREPOSITIONS; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.06; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_012	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates prefixed ל from לממשלת; prefix-function evidence remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi follow-up: verb-form, prefix/preposition, thin-evidence vocabulary, or unresolved mapping remains open.	needs_review	false	false	false
stdtok_b1_14_23_020	std_b1_16_r012	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_012	Bereishis 1:16	אֶת הַמָּאוֹר הַגָּדֹל לְמֶמְשֶׁלֶת הַיּוֹם	4	יום	יום	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_012	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates יום into a noun-vocabulary lane.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_021	std_b1_16_r013	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_013	Bereishis 1:16	וְאֶת הַמָּאוֹר הַקָּטֹן לְמֶמְשֶׁלֶת הַלָּיְלָה	1	את	את	std3_03_function_word_recognition	3.03	Levels 1-8	PARTICLE.DIRECT_OBJECT_MARKER	3.03	data/standards/canonical_skill_contract.json:PARTICLE.DIRECT_OBJECT_MARKER; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.03; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_013	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates את from ואת as direct-object-marker/function-word review.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_022	std_b1_16_r013	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_013	Bereishis 1:16	וְאֶת הַמָּאוֹר הַקָּטֹן לְמֶמְשֶׁלֶת הַלָּיְלָה	2	מאור	מאור	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_013	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates מאור into a noun-vocabulary lane.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_023	std_b1_16_r013	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_013	Bereishis 1:16	וְאֶת הַמָּאוֹר הַקָּטֹן לְמֶמְשֶׁלֶת הַלָּיְלָה	3	ל	ל	std3_06_prefix_function_identification	3.06	Levels 1-8	PREFIX.BASIC_PREPOSITIONS	3.06	data/standards/canonical_skill_contract.json:PREFIX.BASIC_PREPOSITIONS; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.06; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_013	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates prefixed ל from לממשלת; prefix-function evidence remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi follow-up: verb-form, prefix/preposition, thin-evidence vocabulary, or unresolved mapping remains open.	needs_review	false	false	false
stdtok_b1_14_23_024	std_b1_16_r013	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_013	Bereishis 1:16	וְאֶת הַמָּאוֹר הַקָּטֹן לְמֶמְשֶׁלֶת הַלָּיְלָה	4	לילה	לילה	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_013	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates לילה into a noun-vocabulary lane.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_025	std_b1_16_r014	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_014	Bereishis 1:16	וְאֵת הַכּוֹכָבִים	1	את	את	std3_03_function_word_recognition	3.03	Levels 1-8	PARTICLE.DIRECT_OBJECT_MARKER	3.03	data/standards/canonical_skill_contract.json:PARTICLE.DIRECT_OBJECT_MARKER; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.03; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_014	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates את from ואת as direct-object-marker/function-word review.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_026	std_b1_16_r014	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_014	Bereishis 1:16	וְאֵת הַכּוֹכָבִים	2	כוכבים	כוכבים	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_014	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates כוכבים into a noun-vocabulary lane; evidence remains relatively thin.	low	needs_follow_up	needs_follow_up	Yossi follow-up: verb-form, prefix/preposition, thin-evidence vocabulary, or unresolved mapping remains open.	needs_review	false	false	false
stdtok_b1_14_23_027	std_b1_18_r018	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_018	Bereishis 1:18	וְלִמְשֹׁל בַּיּוֹם וּבַלַּיְלָה	1	ל	ל	std3_06_prefix_function_identification	3.06	Levels 1-8	PREFIX.BASIC_PREPOSITIONS	3.06	data/standards/canonical_skill_contract.json:PREFIX.BASIC_PREPOSITIONS; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.06; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_018	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates prefixed ל from ולמשול; prefix-function evidence remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi follow-up: verb-form, prefix/preposition, thin-evidence vocabulary, or unresolved mapping remains open.	needs_review	false	false	false
stdtok_b1_14_23_028	std_b1_18_r018	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_018	Bereishis 1:18	וְלִמְשֹׁל בַּיּוֹם וּבַלַּיְלָה	2	משל	משל	std3_02_root_identification	3.02	Levels 1-8	ROOT.IDENTIFY	3.02	data/standards/canonical_skill_contract.json:ROOT.IDENTIFY; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.02; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_018	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates משל root candidate from ולמשול; review needed.	low	needs_follow_up	needs_follow_up	Yossi follow-up: verb-form, prefix/preposition, thin-evidence vocabulary, or unresolved mapping remains open.	needs_review	false	false	false
stdtok_b1_14_23_029	std_b1_18_r018	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_018	Bereishis 1:18	וְלִמְשֹׁל בַּיּוֹם וּבַלַּיְלָה	3	יום	יום	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_018	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates יום into a noun-vocabulary lane.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_030	std_b1_18_r018	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_018	Bereishis 1:18	וְלִמְשֹׁל בַּיּוֹם וּבַלַּיְלָה	4	לילה	לילה	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_018	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates לילה into a noun-vocabulary lane.	medium	yossi_enrichment_verified	verified	Yossi verified: clean token-level vocabulary/root/function-word standards mapping for enrichment only; all later gates remain closed.	needs_review	false	false	false
stdtok_b1_14_23_031	std_b1_18_r019	data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv	row_019	Bereishis 1:18	וּלְהַבְדִּיל בֵּין הָאוֹר וּבֵין הַחֹשֶׁךְ	1	ל	ל	std3_06_prefix_function_identification	3.06	Levels 1-8	PREFIX.BASIC_PREPOSITIONS	3.06	data/standards/canonical_skill_contract.json:PREFIX.BASIC_PREPOSITIONS; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.06; data/verified_source_skill_maps/bereishis_1_14_to_1_23_source_to_skill_map.tsv:row_019	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Isolates prefixed ל from ולהבדיל; prefix-function evidence remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi follow-up: verb-form, prefix/preposition, thin-evidence vocabulary, or unresolved mapping remains open.	needs_review	false	false	false
