candidate_id	parent_candidate_id	source_map_file	source_row_id	ref	hebrew_phrase	token_index	hebrew_token	clean_hebrew_no_nikud	proposed_skill_id	proposed_zekelman_standard	proposed_standard_level	canonical_skill_id	canonical_standard_anchor	evidence_source_id	evidence_source_type	evidence_note	confidence	enrichment_review_status	yossi_decision	yossi_notes	question_allowed	protected_preview_allowed	reviewed_bank_allowed	runtime_allowed
stdtok_b1_24_31_011	std_b1_24_r004	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_004	Bereishis 1:24	בְּהֵמָה וָרֶמֶשׂ וְחַיְתוֹ אֶרֶץ לְמִינָהּ	5	ל	ל	std3_06_prefix_function_identification	3.06	Levels 1-8	PREFIX.BASIC_PREPOSITIONS	3.06	data/standards/canonical_skill_contract.json:PREFIX.BASIC_PREPOSITIONS; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.06; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_004	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Prefix in למינה remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi kept this candidate as needs_follow_up: Prefix in למינה remains follow-up.	needs_review	false	false	false
stdtok_b1_24_31_012	std_b1_25_r007	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_007	Bereishis 1:25	אֶת חַיַּת הָאָרֶץ לְמִינָהּ	1	את	את	std3_03_function_word_recognition	3.03	Levels 1-8	PARTICLE.DIRECT_OBJECT_MARKER	3.03	data/standards/canonical_skill_contract.json:PARTICLE.DIRECT_OBJECT_MARKER; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.03; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_007	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Direct-object marker token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_013	std_b1_25_r007	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_007	Bereishis 1:25	אֶת חַיַּת הָאָרֶץ לְמִינָהּ	2	חית	חית	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_007	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Construct noun form remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi kept this candidate as needs_follow_up: Construct noun form remains follow-up.	needs_review	false	false	false
stdtok_b1_24_31_014	std_b1_25_r007	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_007	Bereishis 1:25	אֶת חַיַּת הָאָרֶץ לְמִינָהּ	3	ארץ	ארץ	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_007	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_015	std_b1_25_r007	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_007	Bereishis 1:25	אֶת חַיַּת הָאָרֶץ לְמִינָהּ	4	ל	ל	std3_06_prefix_function_identification	3.06	Levels 1-8	PREFIX.BASIC_PREPOSITIONS	3.06	data/standards/canonical_skill_contract.json:PREFIX.BASIC_PREPOSITIONS; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.06; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_007	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Prefix in למינה remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi kept this candidate as needs_follow_up: Prefix in למינה remains follow-up.	needs_review	false	false	false
stdtok_b1_24_31_016	std_b1_25_r009	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_009	Bereishis 1:25	וְאֵת כָּל רֶמֶשׂ הָאֲדָמָה לְמִינֵהוּ	1	את	את	std3_03_function_word_recognition	3.03	Levels 1-8	PARTICLE.DIRECT_OBJECT_MARKER	3.03	data/standards/canonical_skill_contract.json:PARTICLE.DIRECT_OBJECT_MARKER; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.03; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_009	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Direct-object marker token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_017	std_b1_25_r009	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_009	Bereishis 1:25	וְאֵת כָּל רֶמֶשׂ הָאֲדָמָה לְמִינֵהוּ	2	רמש	רמש	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_009	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_018	std_b1_25_r009	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_009	Bereishis 1:25	וְאֵת כָּל רֶמֶשׂ הָאֲדָמָה לְמִינֵהוּ	3	אדמה	אדמה	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_009	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_019	std_b1_25_r009	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_009	Bereishis 1:25	וְאֵת כָּל רֶמֶשׂ הָאֲדָמָה לְמִינֵהוּ	4	ל	ל	std3_06_prefix_function_identification	3.06	Levels 1-8	PREFIX.BASIC_PREPOSITIONS	3.06	data/standards/canonical_skill_contract.json:PREFIX.BASIC_PREPOSITIONS; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.06; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_009	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Prefix/suffix handling in למינהו remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi kept this candidate as needs_follow_up: Prefix/suffix handling in למינהו remains follow-up.	needs_review	false	false	false
stdtok_b1_24_31_020	std_b1_26_r014	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_014	Bereishis 1:26	וְיִרְדּוּ בִדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם	1	וירדו	וירדו	std3_07_verb_features	3.07	Levels 1-8	VERB.TENSE.FUTURE	3.07	data/standards/canonical_skill_contract.json:VERB.TENSE.FUTURE; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.07; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_014	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Verb-form/stem interpretation remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi kept this candidate as needs_follow_up: Verb-form/stem interpretation remains follow-up.	needs_review	false	false	false
stdtok_b1_24_31_021	std_b1_26_r014	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_014	Bereishis 1:26	וְיִרְדּוּ בִדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם	2	דגת	דגת	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_014	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Construct noun token remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi kept this candidate as needs_follow_up: Construct noun token remains follow-up.	needs_review	false	false	false
stdtok_b1_24_31_022	std_b1_26_r014	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_014	Bereishis 1:26	וְיִרְדּוּ בִדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם	3	ים	ים	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_014	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_023	std_b1_26_r014	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_014	Bereishis 1:26	וְיִרְדּוּ בִדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם	4	עוף	עוף	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_014	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_024	std_b1_26_r014	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_014	Bereishis 1:26	וְיִרְדּוּ בִדְגַת הַיָּם וּבְעוֹף הַשָּׁמַיִם	5	שמים	שמים	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_014	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_025	std_b1_26_r015	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_015	Bereishis 1:26	וּבַבְּהֵמָה וּבְכָל הָאָרֶץ וּבְכָל הָרֶמֶשׂ הָרֹמֵשׂ עַל הָאָרֶץ	1	בהמה	בהמה	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_015	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_026	std_b1_26_r015	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_015	Bereishis 1:26	וּבַבְּהֵמָה וּבְכָל הָאָרֶץ וּבְכָל הָרֶמֶשׂ הָרֹמֵשׂ עַל הָאָרֶץ	2	ארץ	ארץ	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_015	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_027	std_b1_26_r015	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_015	Bereishis 1:26	וּבַבְּהֵמָה וּבְכָל הָאָרֶץ וּבְכָל הָרֶמֶשׂ הָרֹמֵשׂ עַל הָאָרֶץ	3	רמש	רמש	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_015	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_028	std_b1_26_r015	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_015	Bereishis 1:26	וּבַבְּהֵמָה וּבְכָל הָאָרֶץ וּבְכָל הָרֶמֶשׂ הָרֹמֵשׂ עַל הָאָרֶץ	4	על	על	std3_06_prefix_function_identification	3.06	Levels 1-8	PREFIX.BASIC_PREPOSITIONS	3.06	data/standards/canonical_skill_contract.json:PREFIX.BASIC_PREPOSITIONS; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.06; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_015	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Preposition standards mapping remains delicate.	low	needs_follow_up	needs_follow_up	Yossi kept this candidate as needs_follow_up: Preposition standards mapping remains delicate.	needs_review	false	false	false
stdtok_b1_24_31_029	std_b1_27_r016	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_016	Bereishis 1:27	וַיִּבְרָא אֱלֹקִים אֶת הָאָדָם בְּצַלְמוֹ	1	ויברא	ויברא	std3_07_verb_features	3.07	Levels 1-8	VERB.TENSE.FUTURE	3.07	data/standards/canonical_skill_contract.json:VERB.TENSE.FUTURE; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.07; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_016	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Narrative verb-form mapping remains follow-up.	low	needs_follow_up	needs_follow_up	Yossi kept this candidate as needs_follow_up: Narrative verb-form mapping remains follow-up.	needs_review	false	false	false
stdtok_b1_24_31_030	std_b1_27_r016	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_016	Bereishis 1:27	וַיִּבְרָא אֱלֹקִים אֶת הָאָדָם בְּצַלְמוֹ	2	את	את	std3_03_function_word_recognition	3.03	Levels 1-8	PARTICLE.DIRECT_OBJECT_MARKER	3.03	data/standards/canonical_skill_contract.json:PARTICLE.DIRECT_OBJECT_MARKER; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.03; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_016	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Direct-object marker token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
stdtok_b1_24_31_031	std_b1_27_r016	data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv	row_016	Bereishis 1:27	וַיִּבְרָא אֱלֹקִים אֶת הָאָדָם בְּצַלְמוֹ	3	אדם	אדם	std3_01_noun_vocabulary_recognition	3.01	Levels 1-8	WORD.MEANING_BASIC	3.01	data/standards/canonical_skill_contract.json:WORD.MEANING_BASIC; data/standards/zekelman/structured/zekelman_2025_standard_3_vocabulary_language_skills.json:3.01; data/verified_source_skill_maps/bereishis_1_24_to_1_31_source_to_skill_map.tsv:row_016	canonical_skill_contract; zekelman_structured_standard; verified_source_to_skill_map	Clean noun-vocabulary token candidate.	medium	yossi_enrichment_verified	verified	Yossi verified this enrichment candidate for enrichment use only. This is not question approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.	needs_review	false	false	false
