candidate_id	source_map_file	source_row_id	ref	hebrew_phrase	skill_primary	skill_secondary	proposed_skill_id	proposed_zekelman_standard	proposed_standard_level	evidence_source_id	evidence_source_type	evidence_note	confidence	enrichment_review_status	yossi_decision	yossi_notes	question_allowed	protected_preview_allowed	runtime_allowed	reviewed_bank_allowed
p2_std_019	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_010	Bereishis 2:5	כִּי לֹא הִמְטִיר יְהוָה אֱלֹהִים עַל הָאָרֶץ	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_020	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_011	Bereishis 2:5	וְאָדָם אַיִן לַעֲבֹד אֶת הָאֲדָמָה	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_021	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_012	Bereishis 2:6	וְאֵד יַעֲלֶה מִן הָאָרֶץ	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_022	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_013	Bereishis 2:6	וְהִשְׁקָה אֶת כׇּל פְּנֵי הָאֲדָמָה	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_023	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_014	Bereishis 2:7	וַיִּיצֶר יְהוָה אֱלֹהִים אֶת הָאָדָם	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_024	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_015	Bereishis 2:7	עָפָר מִן הָאֲדָמָה	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_025	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_016	Bereishis 2:7	וַיִּפַּח בְּאַפָּיו נִשְׁמַת חַיִּים	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_026	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_017	Bereishis 2:7	וַיְהִי הָאָדָם לְנֶפֶשׁ חַיָּה	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_027	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_018	Bereishis 2:8	וַיִּטַּע יְהוָה אֱלֹהִים	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_028	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_019	Bereishis 2:8	גַּן בְּעֵדֶן מִקֶּדֶם	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_029	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_020	Bereishis 2:8	וַיָּשֶׂם שָׁם	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_030	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_021	Bereishis 2:8	אֶת הָאָדָם אֲשֶׁר יָצָר	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_031	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_022	Bereishis 2:9	וַיַּצְמַח יְהוָה אֱלֹהִים מִן הָאֲדָמָה	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_032	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_023	Bereishis 2:9	כׇּל עֵץ	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_033	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_024	Bereishis 2:9	נֶחְמָד לְמַרְאֶה וְטוֹב לְמַאֲכָל	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_034	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_025	Bereishis 2:9	וְעֵץ הַחַיִּים	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_035	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_026	Bereishis 2:9	בְּתוֹךְ הַגָּן	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_036	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_027	Bereishis 2:9	וְעֵץ הַדַּעַת טוֹב וָרָע	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_037	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_028	Bereishis 2:10	וְנָהָר יֹצֵא מֵעֵדֶן	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_038	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_029	Bereishis 2:10	לְהַשְׁקוֹת אֶת הַגָּן	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_039	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_030	Bereishis 2:10	וּמִשָּׁם יִפָּרֵד	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_040	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_031	Bereishis 2:10	וְהָיָה לְאַרְבָּעָה רָאשִׁים	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_041	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_032	Bereishis 2:11	שֵׁם הָאֶחָד פִּישׁוֹן	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_042	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_033	Bereishis 2:11	הוּא הַסֹּבֵב	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_043	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_034	Bereishis 2:11	אֵת כָּל אֶרֶץ הַחֲוִילָה	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_044	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_035	Bereishis 2:11	אֲשֶׁר שָׁם הַזָּהָב	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_045	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_036	Bereishis 2:12	וּזֲהַב הָאָרֶץ הַהִוא טוֹב	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_046	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_037	Bereishis 2:12	שָׁם הַבְּדֹלַח וְאֶבֶן הַשֹּׁהַם	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_047	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_038	Bereishis 2:13	וְשֵׁם הַנָּהָר הַשֵּׁנִי גִּיחוֹן	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_048	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_039	Bereishis 2:13	הוּא הַסּוֹבֵב	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_049	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_040	Bereishis 2:13	אֵת כָּל אֶרֶץ כּוּשׁ	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_050	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_041	Bereishis 2:14	וְשֵׁם הַנָּהָר הַשְּׁלִישִׁי חִדֶּקֶל	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_051	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_042	Bereishis 2:14	הוּא הַהֹלֵךְ קִדְמַת אַשּׁוּר	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_052	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_043	Bereishis 2:14	וְהַנָּהָר הָרְבִיעִי הוּא פְרָת	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_053	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_044	Bereishis 2:15	וַיִּקַּח יְהוָה אֱלֹהִים אֶת הָאָדָם	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_054	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_045	Bereishis 2:15	וַיַּנִּחֵהוּ בְגַן עֵדֶן	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_055	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_046	Bereishis 2:15	לְעָבְדָהּ וּלְשָׁמְרָהּ	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_056	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_047	Bereishis 2:16	וַיְצַו יְהוָה אֱלֹהִים	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_057	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_048	Bereishis 2:16	עַל הָאָדָם לֵאמֹר	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_std_058	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_049	Bereishis 2:16	מִכֹּל עֵץ הַגָּן	phrase_translation	translation_context	phrase_translation			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Perek 2 Gate 1 phrase-level standards candidate copied from verified source-to-skill row for Yossi enrichment review only.	low	pending_yossi_enrichment_review			needs_review	false	false	false
