row_id,ref,hebrew_phrase,linear_translation,metsudah_context,koren_context,skill_primary,skill_secondary,current_status,issue_type,what_to_check,recommended_default_decision,yossi_decision,yossi_notes
bereishis_2_4_to_2_17_source_to_skill_map_row_002,Bereishis 2:4,תוֹלְדוֹת,the ones that were born from (made out of or as part of),"This is the history of the heavens and the earth when they were created, on the day when Adonoy Elohim made earth and heaven.","These are the generations of the heaven and of the earth when they were created, in the day that the Lord God made the earth and the heavens.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,long_parenthetical;phrase_boundary_check;source_only_recommended,Confirm the parenthetical belongs to this Hebrew phrase. Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_004,Bereishis 2:4,בְּהִבָּרְאָם,at (the time of) their creation,"This is the history of the heavens and the earth when they were created, on the day when Adonoy Elohim made earth and heaven.","These are the generations of the heaven and of the earth when they were created, in the day that the Lord God made the earth and the heavens.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,long_parenthetical;phrase_boundary_check;source_only_recommended,Confirm the parenthetical belongs to this Hebrew phrase. Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_010,Bereishis 2:5,כִּי לֹא הִמְטִיר יְהוָה אֱלֹהִים עַל הָאָרֶץ,because Hashem did not cause rain (to come down) on the land,"All the plants of the field were not yet on the earth, and all the herbal vegetation of the field had not yet sprouted, for Adonoy Elohim had not brought rain upon the earth, and there was [yet] no man to work the soil.","And no plant of the field was yet in the earth, and no herb of the field had yet grown: for the Lord God had not caused it to rain upon the earth, and there was not a man to till the ground.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,long_parenthetical;long_hebrew_boundary;phrase_boundary_check;source_only_recommended,Confirm the parenthetical belongs to this Hebrew phrase. Confirm the Hebrew phrase boundary and segment join are reasonable. Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_011,Bereishis 2:5,וְאָדָם אַיִן לַעֲבֹד אֶת הָאֲדָמָה,and a person isn't (available) to work the ground,"All the plants of the field were not yet on the earth, and all the herbal vegetation of the field had not yet sprouted, for Adonoy Elohim had not brought rain upon the earth, and there was [yet] no man to work the soil.","And no plant of the field was yet in the earth, and no herb of the field had yet grown: for the Lord God had not caused it to rain upon the earth, and there was not a man to till the ground.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,long_parenthetical;phrase_boundary_check;source_only_recommended,Confirm the parenthetical belongs to this Hebrew phrase. Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_019,Bereishis 2:8,גַּן בְּעֵדֶן מִקֶּדֶם,a garden in Eiden from East (on the East side of Eiden),"Adonoy Elohim planted a garden in Eden, to the east, and there He placed the man He had formed.",And the Lord God planted a garden eastward in ῾Eden; and there He put the man whom He had formed.,phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,long_parenthetical;phrase_boundary_check;source_only_recommended,Confirm the parenthetical belongs to this Hebrew phrase. Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_020,Bereishis 2:8,וַיָּשֶׂם שָׁם,and He placed there (in the garden),"Adonoy Elohim planted a garden in Eden, to the east, and there He placed the man He had formed.",And the Lord God planted a garden eastward in ῾Eden; and there He put the man whom He had formed.,phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,long_parenthetical;phrase_boundary_check;source_only_recommended,Confirm the parenthetical belongs to this Hebrew phrase. Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_022,Bereishis 2:9,וַיַּצְמַח יְהוָה אֱלֹהִים מִן הָאֲדָמָה,and Hashem caused to sprout from the ground,"Adonoy Elohim made grow out of the soil every tree that is pleasant to look at, and good for [producing] food; the Tree of Life in the middle of the Garden, and the Tree (of) Knowledge [of what is] good and evil.","And out of the ground the Lord God made to grow every tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of the knowledge of good and evil.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,long_parenthetical;phrase_boundary_check;source_only_recommended,Confirm the parenthetical belongs to this Hebrew phrase. Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_023,Bereishis 2:9,כׇּל עֵץ,all trees,"Adonoy Elohim made grow out of the soil every tree that is pleasant to look at, and good for [producing] food; the Tree of Life in the middle of the Garden, and the Tree (of) Knowledge [of what is] good and evil.","And out of the ground the Lord God made to grow every tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of the knowledge of good and evil.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,long_parenthetical;phrase_boundary_check;source_only_recommended,Confirm the parenthetical belongs to this Hebrew phrase. Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_024,Bereishis 2:9,נֶחְמָד לְמַרְאֶה וְטוֹב לְמַאֲכָל,geshmak for sight and good for food,"Adonoy Elohim made grow out of the soil every tree that is pleasant to look at, and good for [producing] food; the Tree of Life in the middle of the Garden, and the Tree (of) Knowledge [of what is] good and evil.","And out of the ground the Lord God made to grow every tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of the knowledge of good and evil.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,long_parenthetical;phrase_boundary_check;source_only_recommended,Confirm the parenthetical belongs to this Hebrew phrase. Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_025,Bereishis 2:9,וְעֵץ הַחַיִּים,and the tree of life (when one eats of it he lives),"Adonoy Elohim made grow out of the soil every tree that is pleasant to look at, and good for [producing] food; the Tree of Life in the middle of the Garden, and the Tree (of) Knowledge [of what is] good and evil.","And out of the ground the Lord God made to grow every tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of the knowledge of good and evil.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,long_parenthetical;phrase_boundary_check;source_only_recommended,Confirm the parenthetical belongs to this Hebrew phrase. Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_026,Bereishis 2:9,בְּתוֹךְ הַגָּן,(He caused to sprout) in middle of the garden,"Adonoy Elohim made grow out of the soil every tree that is pleasant to look at, and good for [producing] food; the Tree of Life in the middle of the Garden, and the Tree (of) Knowledge [of what is] good and evil.","And out of the ground the Lord God made to grow every tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of the knowledge of good and evil.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,long_parenthetical;phrase_boundary_check;source_only_recommended,Confirm the parenthetical belongs to this Hebrew phrase. Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_027,Bereishis 2:9,וְעֵץ הַדַּעַת טוֹב וָרָע,and the tree of knowledge of (when one eats of it he gets to know the difference between) good and bad,"Adonoy Elohim made grow out of the soil every tree that is pleasant to look at, and good for [producing] food; the Tree of Life in the middle of the Garden, and the Tree (of) Knowledge [of what is] good and evil.","And out of the ground the Lord God made to grow every tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of the knowledge of good and evil.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,long_parenthetical;phrase_boundary_check;source_only_recommended,Confirm the parenthetical belongs to this Hebrew phrase. Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_013,Bereishis 2:6,וְהִשְׁקָה אֶת כׇּל פְּנֵי הָאֲדָמָה,and it will water the whole face of the ground,"A mist rose up from the earth, and it watered the entire surface of the soil.","But there went up a mist from the earth, and watered the whole face of the ground.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,awkward_source_wording;phrase_boundary_check;source_only_recommended,Confirm awkward English is source-derived and should remain unchanged. Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_028,Bereishis 2:10,וְנָהָר יֹצֵא מֵעֵדֶן,and a river goes out from Eiden,"A river went out of Eden to water the Garden, and from there it separated and became four headwaters.","And a river went out of ῾Eden to water the garden; and from thence it was parted, and branched into four streams.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_029,Bereishis 2:10,לְהַשְׁקוֹת אֶת הַגָּן,to cause the garden to drink,"A river went out of Eden to water the Garden, and from there it separated and became four headwaters.","And a river went out of ῾Eden to water the garden; and from thence it was parted, and branched into four streams.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_032,Bereishis 2:11,שֵׁם הָאֶחָד פִּישׁוֹן,the name of the one is Pishon,"The name of the first is Pishon which surrounds all the land of Chavilah, where there is gold.","The name of the first is Pishon: that it is which compasses the whole land of Ḥavila, where there is gold;",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_033,Bereishis 2:11,הוּא הַסֹּבֵב,he is the one who surrounds,"The name of the first is Pishon which surrounds all the land of Chavilah, where there is gold.","The name of the first is Pishon: that it is which compasses the whole land of Ḥavila, where there is gold;",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_034,Bereishis 2:11,אֵת כָּל אֶרֶץ הַחֲוִילָה,the whole land of Chavila,"The name of the first is Pishon which surrounds all the land of Chavilah, where there is gold.","The name of the first is Pishon: that it is which compasses the whole land of Ḥavila, where there is gold;",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_035,Bereishis 2:11,אֲשֶׁר שָׁם הַזָּהָב,that there is the gold,"The name of the first is Pishon which surrounds all the land of Chavilah, where there is gold.","The name of the first is Pishon: that it is which compasses the whole land of Ḥavila, where there is gold;",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_036,Bereishis 2:12,וּזֲהַב הָאָרֶץ הַהִוא טוֹב,and the gold of that land is good,The gold of that land is good. Also found there is bdellium and onyx stones.,and the gold of that land is good: there is bdellium and the shoham stone.,phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_037,Bereishis 2:12,שָׁם הַבְּדֹלַח וְאֶבֶן הַשֹּׁהַם,there is the crystal and the Shoham stone,The gold of that land is good. Also found there is bdellium and onyx stones.,and the gold of that land is good: there is bdellium and the shoham stone.,phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_038,Bereishis 2:13,וְשֵׁם הַנָּהָר הַשֵּׁנִי גִּיחוֹן,and the name of the second river is Gichon,The name of the second river is Gichon. It surrounds all the land of Kush.,And the name of the second river is Giĥon: it compasses the whole land of Kush.,phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_039,Bereishis 2:13,הוּא הַסּוֹבֵב,he is the one who surrounds,The name of the second river is Gichon. It surrounds all the land of Kush.,And the name of the second river is Giĥon: it compasses the whole land of Kush.,phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_040,Bereishis 2:13,אֵת כָּל אֶרֶץ כּוּשׁ,the whole land of Kush,The name of the second river is Gichon. It surrounds all the land of Kush.,And the name of the second river is Giĥon: it compasses the whole land of Kush.,phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_041,Bereishis 2:14,וְשֵׁם הַנָּהָר הַשְּׁלִישִׁי חִדֶּקֶל,and the name of the third river is Chidekel,"The name of the third river is Chidekel, which flows to the east of Ashur. The fourth river is P’ras.",And the name of the third river is Ḥiddeqel: that is it which goes toward the east of Ashshur. And the fourth river is Perat.,phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_042,Bereishis 2:14,הוּא הַהֹלֵךְ קִדְמַת אַשּׁוּר,he is the one who goes East of Ashur,"The name of the third river is Chidekel, which flows to the east of Ashur. The fourth river is P’ras.",And the name of the third river is Ḥiddeqel: that is it which goes toward the east of Ashshur. And the fourth river is Perat.,phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_043,Bereishis 2:14,וְהַנָּהָר הָרְבִיעִי הוּא פְרָת,"and the fourth river, he is P'rus","The name of the third river is Chidekel, which flows to the east of Ashur. The fourth river is P’ras.",And the name of the third river is Ḥiddeqel: that is it which goes toward the east of Ashshur. And the fourth river is Perat.,phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_044,Bereishis 2:15,וַיִּקַּח יְהוָה אֱלֹהִים אֶת הָאָדָם,and Hashem took the person,"Adonoy Elohim took the man, and put him in the Garden of Eden, to work it and to preserve it.","And the Lord God took the man, and put him into the garden of ῾Eden to till it and to keep it.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_047,Bereishis 2:16,וַיְצַו יְהוָה אֱלֹהִים,and Hashem commanded,"Adonoy Elohim commanded the man, saying, You may certainly eat from every tree in the Garden.","And the Lord God commanded the man, saying, Of every tree of the garden thou mayst freely eat:",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_049,Bereishis 2:16,מִכֹּל עֵץ הַגָּן,from all the trees of the garden,"Adonoy Elohim commanded the man, saying, You may certainly eat from every tree in the Garden.","And the Lord God commanded the man, saying, Of every tree of the garden thou mayst freely eat:",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_050,Bereishis 2:16,אָכֹל תֹּאכֵל,eat you should eat,"Adonoy Elohim commanded the man, saying, You may certainly eat from every tree in the Garden.","And the Lord God commanded the man, saying, Of every tree of the garden thou mayst freely eat:",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_003,Bereishis 2:4,הַשָּׁמַיִם וְהָאָרֶץ,the sky and the land,"This is the history of the heavens and the earth when they were created, on the day when Adonoy Elohim made earth and heaven.","These are the generations of the heaven and of the earth when they were created, in the day that the Lord God made the earth and the heavens.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_005,Bereishis 2:4,בְּיוֹם עֲשׂוֹת יְהוָה אֱלֹהִים,on the day of Hashem's making of,"This is the history of the heavens and the earth when they were created, on the day when Adonoy Elohim made earth and heaven.","These are the generations of the heaven and of the earth when they were created, in the day that the Lord God made the earth and the heavens.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_006,Bereishis 2:4,אֶרֶץ וְשָׁמָיִם,land and sky,"This is the history of the heavens and the earth when they were created, on the day when Adonoy Elohim made earth and heaven.","These are the generations of the heaven and of the earth when they were created, in the day that the Lord God made the earth and the heavens.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_007,Bereishis 2:5,וְכֹל שִׂיחַ הַשָּׂדֶה,and all the trees of the field,"All the plants of the field were not yet on the earth, and all the herbal vegetation of the field had not yet sprouted, for Adonoy Elohim had not brought rain upon the earth, and there was [yet] no man to work the soil.","And no plant of the field was yet in the earth, and no herb of the field had yet grown: for the Lord God had not caused it to rain upon the earth, and there was not a man to till the ground.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_008,Bereishis 2:5,טֶרֶם יִהְיֶה בָאָרֶץ,has not yet been in the land,"All the plants of the field were not yet on the earth, and all the herbal vegetation of the field had not yet sprouted, for Adonoy Elohim had not brought rain upon the earth, and there was [yet] no man to work the soil.","And no plant of the field was yet in the earth, and no herb of the field had yet grown: for the Lord God had not caused it to rain upon the earth, and there was not a man to till the ground.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_009,Bereishis 2:5,וְכׇל עֵשֶׂב הַשָּׂדֶה טֶרֶם יִצְמָח,and all the grass of the field has not yet sprouted,"All the plants of the field were not yet on the earth, and all the herbal vegetation of the field had not yet sprouted, for Adonoy Elohim had not brought rain upon the earth, and there was [yet] no man to work the soil.","And no plant of the field was yet in the earth, and no herb of the field had yet grown: for the Lord God had not caused it to rain upon the earth, and there was not a man to till the ground.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_4_to_2_17_source_to_skill_map_row_012,Bereishis 2:6,וְאֵד יַעֲלֶה מִן הָאָרֶץ,and a cloud will go up from the land,"A mist rose up from the earth, and it watered the entire surface of the soil.","But there went up a mist from the earth, and watered the whole face of the ground.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
