row_id,ref,hebrew_phrase,linear_translation,metsudah_context,koren_context,skill_primary,skill_secondary,current_status,issue_type,what_to_check,recommended_default_decision,yossi_decision,yossi_notes
bereishis_3_8_to_3_16_source_to_skill_map_row_022,Bereishis 3:12,וַיֹּאמֶר הָאָדָם,and the person said,"The man said, The woman that You gave to be with me—she gave me of the tree and I ate.","And the man said, The woman whom Thou didst give to be with me, she gave me of the tree, and I did eat.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_023,Bereishis 3:12,הָאִשָּׁה אֲשֶׁר נָתַתָּה עִמָּדִי,the woman that You gave to be with me,"The man said, The woman that You gave to be with me—she gave me of the tree and I ate.","And the man said, The woman whom Thou didst give to be with me, she gave me of the tree, and I did eat.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_024,Bereishis 3:12,הִוא נָתְנָה לִּי,she gave to me,"The man said, The woman that You gave to be with me—she gave me of the tree and I ate.","And the man said, The woman whom Thou didst give to be with me, she gave me of the tree, and I did eat.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_025,Bereishis 3:12,מִן הָעֵץ,from the tree,"The man said, The woman that You gave to be with me—she gave me of the tree and I ate.","And the man said, The woman whom Thou didst give to be with me, she gave me of the tree, and I did eat.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_026,Bereishis 3:12,וָאֹכֵל,and I ate,"The man said, The woman that You gave to be with me—she gave me of the tree and I ate.","And the man said, The woman whom Thou didst give to be with me, she gave me of the tree, and I did eat.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_027,Bereishis 3:13,וַיֹּאמֶר יְהוָה אֱלֹהִים לָאִשָּׁה,and Hashem said to the woman,"Adonoy Elohim said to the woman, What is this that you have done? She said, The serpent deceived me, and I ate.","And the Lord God said to the woman, What is this that thou hast done? And the woman said, The serpent beguiled me, and I did eat.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_028,Bereishis 3:13,מַה זֹּאת עָשִׂית,what is this that you did,"Adonoy Elohim said to the woman, What is this that you have done? She said, The serpent deceived me, and I ate.","And the Lord God said to the woman, What is this that thou hast done? And the woman said, The serpent beguiled me, and I did eat.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_029,Bereishis 3:13,וַתֹּאמֶר הָאִשָּׁה,and the woman said,"Adonoy Elohim said to the woman, What is this that you have done? She said, The serpent deceived me, and I ate.","And the Lord God said to the woman, What is this that thou hast done? And the woman said, The serpent beguiled me, and I did eat.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_030,Bereishis 3:13,הַנָּחָשׁ הִשִּׁיאַנִי,the snake seduced me,"Adonoy Elohim said to the woman, What is this that you have done? She said, The serpent deceived me, and I ate.","And the Lord God said to the woman, What is this that thou hast done? And the woman said, The serpent beguiled me, and I did eat.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_031,Bereishis 3:13,וָאֹכֵל,and I ate,"Adonoy Elohim said to the woman, What is this that you have done? She said, The serpent deceived me, and I ate.","And the Lord God said to the woman, What is this that thou hast done? And the woman said, The serpent beguiled me, and I did eat.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_032,Bereishis 3:14,וַיֹּאמֶר יְהוָה אֱלֹהִים אֶל הַנָּחָשׁ,and Hashem said to the snake,"Adonoy Elohim said to the serpent, Because you did this, cursed are you from among all animals and beasts of the field. On your belly you shall crawl. And dust you shall eat all the days of your life.","And the Lord God said to the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_033,Bereishis 3:14,כִּי עָשִׂיתָ זֹּאת,because you did this,"Adonoy Elohim said to the serpent, Because you did this, cursed are you from among all animals and beasts of the field. On your belly you shall crawl. And dust you shall eat all the days of your life.","And the Lord God said to the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_034,Bereishis 3:14,אָרוּר אַתָּה,you are cursed,"Adonoy Elohim said to the serpent, Because you did this, cursed are you from among all animals and beasts of the field. On your belly you shall crawl. And dust you shall eat all the days of your life.","And the Lord God said to the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_035,Bereishis 3:14,מִכָּל הַבְּהֵמָה וּמִכֹּל חַיַּת הַשָּׂדֶה,from more than all the domestic animals and from more than all the wild animals of the field,"Adonoy Elohim said to the serpent, Because you did this, cursed are you from among all animals and beasts of the field. On your belly you shall crawl. And dust you shall eat all the days of your life.","And the Lord God said to the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_036,Bereishis 3:14,עַל גְּחֹנְךָ תֵלֵךְ,on your stomach you will go,"Adonoy Elohim said to the serpent, Because you did this, cursed are you from among all animals and beasts of the field. On your belly you shall crawl. And dust you shall eat all the days of your life.","And the Lord God said to the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_037,Bereishis 3:14,וְעָפָר תֹּאכַל,and you will eat soil,"Adonoy Elohim said to the serpent, Because you did this, cursed are you from among all animals and beasts of the field. On your belly you shall crawl. And dust you shall eat all the days of your life.","And the Lord God said to the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_038,Bereishis 3:14,כָּל יְמֵי חַיֶּיךָ,all the days of your life,"Adonoy Elohim said to the serpent, Because you did this, cursed are you from among all animals and beasts of the field. On your belly you shall crawl. And dust you shall eat all the days of your life.","And the Lord God said to the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_039,Bereishis 3:15,וְאֵיבָה אָשִׁית,and I will place a hatred,"I will put hostility between you and the woman, and between your offspring and her offspring. He shall strike you on the head, and you shall strike him on the heel..","and I will put enmity between thee and the woman, and between thy seed and her seed; it shall bruise thy head, and thou shalt bruise his heel.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_040,Bereishis 3:15,בֵּינְךָ וּבֵין הָאִשָּׁה,between you and the woman,"I will put hostility between you and the woman, and between your offspring and her offspring. He shall strike you on the head, and you shall strike him on the heel..","and I will put enmity between thee and the woman, and between thy seed and her seed; it shall bruise thy head, and thou shalt bruise his heel.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_041,Bereishis 3:15,וּבֵין זַרְעֲךָ וּבֵין זַרְעָהּ,and between your children and her children,"I will put hostility between you and the woman, and between your offspring and her offspring. He shall strike you on the head, and you shall strike him on the heel..","and I will put enmity between thee and the woman, and between thy seed and her seed; it shall bruise thy head, and thou shalt bruise his heel.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_044,Bereishis 3:16,אֶל הָאִשָּׁה אָמַר,to the woman He said,"To the woman He said, I will greatly increase your sorrow and your pregnancy. You will give birth to children with pain. Your desire will be for your husband, and he will dominate you.","Unto the woman He said, I will greatly multiply the pain of thy childbearing; in sorrow thou shalt bring forth children; and yet thy desire shall be to thy husband, and he shall rule over thee.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_045,Bereishis 3:16,הַרְבָּה אַרְבֶּה עִצְּבוֹנֵךְ וְהֵרֹנֵךְ,a lot I will make a lot your pain and your pregnancy,"To the woman He said, I will greatly increase your sorrow and your pregnancy. You will give birth to children with pain. Your desire will be for your husband, and he will dominate you.","Unto the woman He said, I will greatly multiply the pain of thy childbearing; in sorrow thou shalt bring forth children; and yet thy desire shall be to thy husband, and he shall rule over thee.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_046,Bereishis 3:16,בְּעֶצֶב תֵּלְדִי בָנִים,with pain you will give birth to sons,"To the woman He said, I will greatly increase your sorrow and your pregnancy. You will give birth to children with pain. Your desire will be for your husband, and he will dominate you.","Unto the woman He said, I will greatly multiply the pain of thy childbearing; in sorrow thou shalt bring forth children; and yet thy desire shall be to thy husband, and he shall rule over thee.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_047,Bereishis 3:16,וְאֶל אִישֵׁךְ תְּשׁוּקָתֵךְ,and to your man will be your desire,"To the woman He said, I will greatly increase your sorrow and your pregnancy. You will give birth to children with pain. Your desire will be for your husband, and he will dominate you.","Unto the woman He said, I will greatly multiply the pain of thy childbearing; in sorrow thou shalt bring forth children; and yet thy desire shall be to thy husband, and he shall rule over thee.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_048,Bereishis 3:16,וְהוּא יִמְשָׁל בָּךְ,and he will rule over you,"To the woman He said, I will greatly increase your sorrow and your pregnancy. You will give birth to children with pain. Your desire will be for your husband, and he will dominate you.","Unto the woman He said, I will greatly multiply the pain of thy childbearing; in sorrow thou shalt bring forth children; and yet thy desire shall be to thy husband, and he shall rule over thee.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_001,Bereishis 3:8,וַיִּשְׁמְעוּ אֶת קוֹל יְהוָה אֱלֹהִים,and they heard the voice of Hashem,They heard the voice of Adonoy Elohim moving in the Garden at the breeze of the day. The man and his wife hid themselves from [the Presence of] Adonoy Elohim among the trees of the Garden.,And they heard the voice of the Lord God walking in the garden in the breeze of the day: and the man and his wife hid themselves from the presence of the Lord God amongst the trees of the garden.,phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_002,Bereishis 3:8,מִתְהַלֵּךְ בַּגָּן,walking himself in the garden,They heard the voice of Adonoy Elohim moving in the Garden at the breeze of the day. The man and his wife hid themselves from [the Presence of] Adonoy Elohim among the trees of the Garden.,And they heard the voice of the Lord God walking in the garden in the breeze of the day: and the man and his wife hid themselves from the presence of the Lord God amongst the trees of the garden.,phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_004,Bereishis 3:8,וַיִּתְחַבֵּא הָאָדָם וְאִשְׁתּוֹ,and the person and his wife hid themselves,They heard the voice of Adonoy Elohim moving in the Garden at the breeze of the day. The man and his wife hid themselves from [the Presence of] Adonoy Elohim among the trees of the Garden.,And they heard the voice of the Lord God walking in the garden in the breeze of the day: and the man and his wife hid themselves from the presence of the Lord God amongst the trees of the garden.,phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_005,Bereishis 3:8,מִפְּנֵי יְהוָה אֱלֹהִים,from before Hashem,They heard the voice of Adonoy Elohim moving in the Garden at the breeze of the day. The man and his wife hid themselves from [the Presence of] Adonoy Elohim among the trees of the Garden.,And they heard the voice of the Lord God walking in the garden in the breeze of the day: and the man and his wife hid themselves from the presence of the Lord God amongst the trees of the garden.,phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_006,Bereishis 3:8,בְּתוֹךְ עֵץ הַגָּן,in middle of the trees of the garden,They heard the voice of Adonoy Elohim moving in the Garden at the breeze of the day. The man and his wife hid themselves from [the Presence of] Adonoy Elohim among the trees of the Garden.,And they heard the voice of the Lord God walking in the garden in the breeze of the day: and the man and his wife hid themselves from the presence of the Lord God amongst the trees of the garden.,phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_007,Bereishis 3:9,וַיִּקְרָא יְהוָה אֱלֹהִים,and Hashem called,"Adonoy Elohim called to the man, and He said, Where are you?","And the Lord God called to the man, and said to him, Where art thou?",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_008,Bereishis 3:9,אֶל הָאָדָם,to the person,"Adonoy Elohim called to the man, and He said, Where are you?","And the Lord God called to the man, and said to him, Where art thou?",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_009,Bereishis 3:9,וַיֹּאמֶר לוֹ,and He said to him,"Adonoy Elohim called to the man, and He said, Where are you?","And the Lord God called to the man, and said to him, Where art thou?",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_3_8_to_3_16_source_to_skill_map_row_010,Bereishis 3:9,אַיֶּכָּה,where are you,"Adonoy Elohim called to the man, and He said, Where are you?","And the Lord God called to the man, and said to him, Where art thou?",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
