row_id,ref,hebrew_phrase,linear_translation,metsudah_context,koren_context,skill_primary,skill_secondary,current_status,issue_type,what_to_check,recommended_default_decision,yossi_decision,yossi_notes
bereishis_2_18_to_2_25_source_to_skill_map_row_005,Bereishis 2:19,וַיִּצֶר יְהוָה אֱלֹהִים מִן הָאֲדָמָה,and Hashem formed from the ground,"Adonoy Elohim formed from the ground, every beast of the field, and every bird of the heaven, and brought them to the man, to see what he would call them. Whatever the man called [each] living creature, that is its name.","And out of the ground the Lord God formed every beast of the field, and every bird of the air; and brought them to the man to see what he would call them: and whatever the man called every living creature, that was its name.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_006,Bereishis 2:19,כָּל חַיַּת הַשָּׂדֶה,all the wild animals of the field,"Adonoy Elohim formed from the ground, every beast of the field, and every bird of the heaven, and brought them to the man, to see what he would call them. Whatever the man called [each] living creature, that is its name.","And out of the ground the Lord God formed every beast of the field, and every bird of the air; and brought them to the man to see what he would call them: and whatever the man called every living creature, that was its name.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_007,Bereishis 2:19,וְאֵת כָּל עוֹף הַשָּׁמַיִם,and all the birds of the sky,"Adonoy Elohim formed from the ground, every beast of the field, and every bird of the heaven, and brought them to the man, to see what he would call them. Whatever the man called [each] living creature, that is its name.","And out of the ground the Lord God formed every beast of the field, and every bird of the air; and brought them to the man to see what he would call them: and whatever the man called every living creature, that was its name.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_008,Bereishis 2:19,וַיָּבֵא אֶל הָאָדָם,and He brought them to the person,"Adonoy Elohim formed from the ground, every beast of the field, and every bird of the heaven, and brought them to the man, to see what he would call them. Whatever the man called [each] living creature, that is its name.","And out of the ground the Lord God formed every beast of the field, and every bird of the air; and brought them to the man to see what he would call them: and whatever the man called every living creature, that was its name.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_011,Bereishis 2:19,הוּא שְׁמוֹ,that name is his name,"Adonoy Elohim formed from the ground, every beast of the field, and every bird of the heaven, and brought them to the man, to see what he would call them. Whatever the man called [each] living creature, that is its name.","And out of the ground the Lord God formed every beast of the field, and every bird of the air; and brought them to the man to see what he would call them: and whatever the man called every living creature, that was its name.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_012,Bereishis 2:20,וַיִּקְרָא הָאָדָם שֵׁמוֹת,and the person called names,"The man gave names to every animal, to the birds of the heaven, and to every beast of the field, but the man did not find a helper for himself.","And the man gave names to all cattle, and to the birds of the air, and to every beast of the field; but for the man there was not found a help to match him.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_013,Bereishis 2:20,לְכָל הַבְּהֵמָה וּלְעוֹף הַשָּׁמַיִם,to all the domestic animals and to the birds of the sky,"The man gave names to every animal, to the birds of the heaven, and to every beast of the field, but the man did not find a helper for himself.","And the man gave names to all cattle, and to the birds of the air, and to every beast of the field; but for the man there was not found a help to match him.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_014,Bereishis 2:20,וּלְכֹל חַיַּת הַשָּׂדֶה,and to all the wild animals of the field,"The man gave names to every animal, to the birds of the heaven, and to every beast of the field, but the man did not find a helper for himself.","And the man gave names to all cattle, and to the birds of the air, and to every beast of the field; but for the man there was not found a help to match him.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_015,Bereishis 2:20,וּלְאָדָם,and for Adam,"The man gave names to every animal, to the birds of the heaven, and to every beast of the field, but the man did not find a helper for himself.","And the man gave names to all cattle, and to the birds of the air, and to every beast of the field; but for the man there was not found a help to match him.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_016,Bereishis 2:20,לֹא מָצָא עֵזֶר כְּנֶגְדּוֹ,he didn't find a helper opposite him,"The man gave names to every animal, to the birds of the heaven, and to every beast of the field, but the man did not find a helper for himself.","And the man gave names to all cattle, and to the birds of the air, and to every beast of the field; but for the man there was not found a help to match him.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_018,Bereishis 2:21,וַיִּישָׁן,and he slept,Adonoy Elohim caused unconsciousness to fall upon the man and he slept. He took one of his ribs and closed over flesh in its place.,"And the Lord God caused a deep sleep to fall upon the man, and he slept: and He took one of his sides, and closed up the flesh in its place,",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_019,Bereishis 2:21,וַיִּקַּח אַחַת מִצַּלְעֹתָיו,and He took one of his sides,Adonoy Elohim caused unconsciousness to fall upon the man and he slept. He took one of his ribs and closed over flesh in its place.,"And the Lord God caused a deep sleep to fall upon the man, and he slept: and He took one of his sides, and closed up the flesh in its place,",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_021,Bereishis 2:22,וַיִּבֶן יְהוָה אֱלֹהִים,and Hashem built,"Adonoy Elohim built the rib that He took from the man into a woman, and He brought her to the man.","and of the side, which the Lord God had taken from the man, He made a woman, and brought her to the man.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_022,Bereishis 2:22,אֶת הַצֵּלָע אֲשֶׁר לָקַח מִן הָאָדָם,the side that He took from the person,"Adonoy Elohim built the rib that He took from the man into a woman, and He brought her to the man.","and of the side, which the Lord God had taken from the man, He made a woman, and brought her to the man.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_024,Bereishis 2:22,וַיְבִאֶהָ אֶל הָאָדָם,and He brought her to the person,"Adonoy Elohim built the rib that He took from the man into a woman, and He brought her to the man.","and of the side, which the Lord God had taken from the man, He made a woman, and brought her to the man.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_025,Bereishis 2:23,וַיֹּאמֶר הָאָדָם,and the person said,"The man said: This at last is bone of my bones and flesh of my flesh. This shall be called Woman, for from Man was she taken.","And the man said, This is now bone of my bones, and flesh of my flesh: she shall be called Woman, because she was taken out of Man.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_026,Bereishis 2:23,זֹאת הַפַּעַם,this time,"The man said: This at last is bone of my bones and flesh of my flesh. This shall be called Woman, for from Man was she taken.","And the man said, This is now bone of my bones, and flesh of my flesh: she shall be called Woman, because she was taken out of Man.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_027,Bereishis 2:23,עֶצֶם מֵעֲצָמַי וּבָשָׂר מִבְּשָׂרִי,bone from my bones and flesh from my flesh,"The man said: This at last is bone of my bones and flesh of my flesh. This shall be called Woman, for from Man was she taken.","And the man said, This is now bone of my bones, and flesh of my flesh: she shall be called Woman, because she was taken out of Man.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_028,Bereishis 2:23,לְזֹאת יִקָּרֵא אִשָּׁה,to this it will be called woman,"The man said: This at last is bone of my bones and flesh of my flesh. This shall be called Woman, for from Man was she taken.","And the man said, This is now bone of my bones, and flesh of my flesh: she shall be called Woman, because she was taken out of Man.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_029,Bereishis 2:23,כִּי מֵאִישׁ לֻקֳחָה זֹּאת,because from a man this was taken,"The man said: This at last is bone of my bones and flesh of my flesh. This shall be called Woman, for from Man was she taken.","And the man said, This is now bone of my bones, and flesh of my flesh: she shall be called Woman, because she was taken out of Man.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_030,Bereishis 2:24,עַל כֵּן יַעֲזָב אִישׁ,therefore a man should leave,"Therefore, a man shall leave his father and his mother, and cling to his wife, and they shall become one flesh.","That is why a man leaves his father and his mother, and cleaves to his wife: and they become one flesh.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_031,Bereishis 2:24,אֶת אָבִיו וְאֶת אִמּוֹ,his father and mother,"Therefore, a man shall leave his father and his mother, and cling to his wife, and they shall become one flesh.","That is why a man leaves his father and his mother, and cleaves to his wife: and they become one flesh.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_033,Bereishis 2:24,וְהָיוּ לְבָשָׂר אֶחָד,and they will be to one flesh,"Therefore, a man shall leave his father and his mother, and cling to his wife, and they shall become one flesh.","That is why a man leaves his father and his mother, and cleaves to his wife: and they become one flesh.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_034,Bereishis 2:25,וַיִּהְיוּ שְׁנֵיהֶם עֲרוּמִּים,and they were both unclothed,"The two of them were naked, the man and his wife, and they were not ashamed.","And they were both naked, the man and his wife, and they felt no shame.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_035,Bereishis 2:25,הָאָדָם וְאִשְׁתּוֹ,the person and his woman,"The two of them were naked, the man and his wife, and they were not ashamed.","And they were both naked, the man and his wife, and they felt no shame.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
bereishis_2_18_to_2_25_source_to_skill_map_row_036,Bereishis 2:25,וְלֹא יִתְבֹּשָׁשׁוּ,and they would not become embarrassed,"The two of them were naked, the man and his wife, and they were not ashamed.","And they were both naked, the man and his wife, and they felt no shame.",phrase_translation,translation_context,pending_yossi_extraction_accuracy_pass,phrase_boundary_check;source_only_recommended,Confirm Hebrew-English phrase alignment against the trusted source. Keep source-only unless a separate future question/protected-preview gate approves use.,verified,,
