pre_generation_review_id	exact_template_candidate_id	skeleton_candidate_id	input_candidate_id	audit_id	ref	hebrew_token	hebrew_phrase	approved_family	non_student_facing_wording_pattern	required_placeholders	family_policy_status	exact_wording_review_status	answer_key_language_review_status	distractor_constraints_review_status	context_display_review_status	hebrew_rendering_review_status	protected_preview_gate_review_status	row_level_generation_status	final_question_allowed	answer_choices_allowed	answer_key_allowed	distractors_allowed	protected_preview_allowed	reviewed_bank_allowed	runtime_allowed	student_facing_allowed	row_level_cautions	yossi_exact_wording_decision	yossi_answer_key_decision	yossi_distractor_decision	yossi_context_display_decision	yossi_hebrew_rendering_decision	yossi_protected_preview_gate_decision	yossi_notes
preg_b1_011	extmpl_b1_011	tskel_b1_011	ppplan_b1_011	qelig_b1_226	Bereishis 1:31	טוב	וְהִנֵּה טוֹב מְאֹד	vocabulary_meaning	In this phrase, what does {hebrew_token} mean?	hebrew_token|hebrew_phrase|approved_meaning|context_display	yossi_exact_wording_family_approved	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approved_for_controlled_draft_generation	false	false	false	false	false	false	false	false	No special caution beyond required review gates.	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	Approved for future controlled draft-generation planning only. This is not final question approval, answer-choice approval, answer-key approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.
preg_b1_012	extmpl_b1_012	tskel_b1_012	ppplan_b1_012	qelig_b1_022	Bereishis 1:1	ארץ	את השמים ואת הארץ	basic_noun_recognition	What type of word is {hebrew_token}?	hebrew_token|hebrew_phrase|noun_category_review	yossi_approved_with_revision	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approved_for_controlled_draft_generation	false	false	false	false	false	false	false	false	No special caution beyond required review gates. Future exact wording must stay simple: noun/object/person/place/thing only; no advanced grammar labels or construct/suffix/adjective/advanced part-of-speech claims.	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	Approved for future controlled draft-generation planning only. This is not final question approval, answer-choice approval, answer-key approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.
preg_b1_013	extmpl_b1_013	tskel_b1_013	ppplan_b1_013	qelig_b1_024	Bereishis 1:3	אור	יהי אור	basic_noun_recognition	What type of word is {hebrew_token}?	hebrew_token|hebrew_phrase|noun_category_review	yossi_approved_with_revision	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approved_for_controlled_draft_generation	false	false	false	false	false	false	false	false	No special caution beyond required review gates. Future exact wording must stay simple: noun/object/person/place/thing only; no advanced grammar labels or construct/suffix/adjective/advanced part-of-speech claims.	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	Approved for future controlled draft-generation planning only. This is not final question approval, answer-choice approval, answer-key approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.
preg_b1_014	extmpl_b1_014	tskel_b1_014	ppplan_b1_014	qelig_b1_051	Bereishis 1:8	שמים	וַיִּקְרָא אֱלֹקִים לָרָקִיעַ שָׁמָיִם	basic_noun_recognition	What type of word is {hebrew_token}?	hebrew_token|hebrew_phrase|noun_category_review	yossi_approved_with_revision	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approved_for_controlled_draft_generation	false	false	false	false	false	false	false	false	No special caution beyond required review gates. Future exact wording must stay simple: noun/object/person/place/thing only; no advanced grammar labels or construct/suffix/adjective/advanced part-of-speech claims.	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	Approved for future controlled draft-generation planning only. This is not final question approval, answer-choice approval, answer-key approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.
preg_b1_015	extmpl_b1_015	tskel_b1_015	ppplan_b1_015	qelig_b1_057	Bereishis 1:11	זרע	עֵשֶׂב מַזְרִיעַ זֶרַע	basic_noun_recognition	What type of word is {hebrew_token}?	hebrew_token|hebrew_phrase|noun_category_review	yossi_approved_with_revision	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approved_for_controlled_draft_generation	false	false	false	false	false	false	false	false	No special caution beyond required review gates. Future exact wording must stay simple: noun/object/person/place/thing only; no advanced grammar labels or construct/suffix/adjective/advanced part-of-speech claims.	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	Approved for future controlled draft-generation planning only. This is not final question approval, answer-choice approval, answer-key approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.
preg_b1_016	extmpl_b1_016	tskel_b1_016	ppplan_b1_016	qelig_b1_126	Bereishis 1:14	יום	לְהַבְדִּיל בֵּין הַיּוֹם וּבֵין הַלָּיְלָה	basic_noun_recognition	What type of word is {hebrew_token}?	hebrew_token|hebrew_phrase|noun_category_review	yossi_approved_with_revision	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approved_for_controlled_draft_generation	false	false	false	false	false	false	false	false	No special caution beyond required review gates. Future exact wording must stay simple: noun/object/person/place/thing only; no advanced grammar labels or construct/suffix/adjective/advanced part-of-speech claims.	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	Approved for future controlled draft-generation planning only. This is not final question approval, answer-choice approval, answer-key approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.
preg_b1_017	extmpl_b1_017	tskel_b1_017	ppplan_b1_017	qelig_b1_160	Bereishis 1:21	נפש	וְאֵת כָּל נֶפֶשׁ הַחַיָּה הָרֹמֶשֶׂת	basic_noun_recognition	What type of word is {hebrew_token}?	hebrew_token|hebrew_phrase|noun_category_review	yossi_approved_with_revision	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approved_for_controlled_draft_generation	false	false	false	false	false	false	false	false	No special caution beyond required review gates. Future exact wording must stay simple: noun/object/person/place/thing only; no advanced grammar labels or construct/suffix/adjective/advanced part-of-speech claims.	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	Approved for future controlled draft-generation planning only. This is not final question approval, answer-choice approval, answer-key approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.
preg_b1_018	extmpl_b1_018	tskel_b1_018	ppplan_b1_018	qelig_b1_161	Bereishis 1:21	חיה	וְאֵת כָּל נֶפֶשׁ הַחַיָּה הָרֹמֶשֶׂת	basic_noun_recognition	What type of word is {hebrew_token}?	hebrew_token|hebrew_phrase|noun_category_review	yossi_approved_with_revision	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approved_for_controlled_draft_generation	false	false	false	false	false	false	false	false	No special caution beyond required review gates. Future exact wording must stay simple: noun/object/person/place/thing only; no advanced grammar labels or construct/suffix/adjective/advanced part-of-speech claims.	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	Approved for future controlled draft-generation planning only. This is not final question approval, answer-choice approval, answer-key approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.
preg_b1_019	extmpl_b1_019	tskel_b1_019	ppplan_b1_019	qelig_b1_260	Bereishis 1:25	רמש	וְאֵת כָּל רֶמֶשׂ הָאֲדָמָה לְמִינֵהוּ	basic_noun_recognition	What type of word is {hebrew_token}?	hebrew_token|hebrew_phrase|noun_category_review	yossi_approved_with_revision	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approved_for_controlled_draft_generation	false	false	false	false	false	false	false	false	No special caution beyond required review gates. Future exact wording must stay simple: noun/object/person/place/thing only; no advanced grammar labels or construct/suffix/adjective/advanced part-of-speech claims.	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	Approved for future controlled draft-generation planning only. This is not final question approval, answer-choice approval, answer-key approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.
preg_b1_020	extmpl_b1_020	tskel_b1_020	ppplan_b1_020	qelig_b1_290	Bereishis 1:29	עץ	וְאֶת כָּל הָעֵץ אֲשֶׁר בּוֹ פְרִי עֵץ זֹרֵעַ זָרַע	basic_noun_recognition	What type of word is {hebrew_token}?	hebrew_token|hebrew_phrase|noun_category_review	yossi_approved_with_revision	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approved_for_controlled_draft_generation	false	false	false	false	false	false	false	false	No special caution beyond required review gates. Future exact wording must stay simple: noun/object/person/place/thing only; no advanced grammar labels or construct/suffix/adjective/advanced part-of-speech claims.	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	Approved for future controlled draft-generation planning only. This is not final question approval, answer-choice approval, answer-key approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.
preg_b1_021	extmpl_b1_021	tskel_b1_021	ppplan_b1_021	qelig_b1_133	Bereishis 1:16	את	אֶת שְׁנֵי הַמְּאֹרֹת הַגְּדֹלִים	direct_object_marker_recognition	What is the job of את in this phrase?	hebrew_token|hebrew_phrase|function_wording_review	yossi_approved_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	blocked_pending_revision	false	false	false	false	false	false	false	false	Function wording only; do not ask what את means as a simple translation. Function-based wording only; do not ask What does את mean; do not translate את as the or with.	approve_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	Future wording must ask about the function of את, not a simple translation. Do not ask What does את mean. Do not translate את as the or with. This row must not be used for draft generation until the revision is applied.
preg_b1_022	extmpl_b1_022	tskel_b1_022	ppplan_b1_022	qelig_b1_255	Bereishis 1:25	את	אֶת חַיַּת הָאָרֶץ לְמִינָהּ	direct_object_marker_recognition	What is the job of את in this phrase?	hebrew_token|hebrew_phrase|function_wording_review	yossi_approved_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	blocked_pending_revision	false	false	false	false	false	false	false	false	Function wording only; do not ask what את means as a simple translation. Function-based wording only; do not ask What does את mean; do not translate את as the or with.	approve_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	Future wording must ask about the function of את, not a simple translation. Do not ask What does את mean. Do not translate את as the or with. This row must not be used for draft generation until the revision is applied.
preg_b1_023	extmpl_b1_023	tskel_b1_023	ppplan_b1_023	qelig_b1_018	Bereishis 1:1	ברא	ברא אלקים	shoresh_identification	What is the shoresh of {hebrew_token}?	hebrew_token|target_shoresh|shoresh_review_status	yossi_approved_with_revision	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approved_for_controlled_draft_generation	false	false	false	false	false	false	false	false	No special caution beyond required review gates. Surface word and target shoresh must be clearly separated; for הבדיל, target shoresh is בדל.	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	approve_for_controlled_draft_generation	Approved for future controlled draft-generation planning only. This is not final question approval, answer-choice approval, answer-key approval, protected-preview approval, reviewed-bank approval, runtime approval, or student-facing approval.
preg_b1_024	extmpl_b1_024	tskel_b1_024	ppplan_b1_024	qelig_b1_125	Bereishis 1:14	הבדיל	לְהַבְדִּיל בֵּין הַיּוֹם וּבֵין הַלָּיְלָה	shoresh_identification	What is the shoresh of {hebrew_token}?	hebrew_token|target_shoresh|shoresh_review_status	yossi_approved_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	blocked_pending_revision	false	false	false	false	false	false	false	false	Target shoresh is בדל; surface token is הבדיל. Surface word and target shoresh must be clearly separated; for הבדיל, target shoresh is בדל.	approve_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	approve_with_revision	Future wording must separate surface word from target shoresh. Target shoresh is בדל. Do not imply that הבדיל itself is the shoresh. This row must not be used for draft generation until the revision is applied.
