candidate_id	source_map_file	source_row_id	ref	hebrew_phrase	token_index	hebrew_token	clean_hebrew_no_nikud	proposed_translation	proposed_shoresh_or_keyword	proposed_vocabulary_category	first_150_match	first_150_entry_id	evidence_source_id	evidence_source_type	evidence_note	confidence	enrichment_review_status	yossi_decision	yossi_notes	question_allowed	protected_preview_allowed	runtime_allowed	reviewed_bank_allowed
p2_vocab_012	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_003	Bereishis 2:2	וַיְכַל אֱלֹהִים בַּיּוֹם הַשְּׁבִיעִי מְלַאכְתּוֹ אֲשֶׁר עָשָׂה	7	עָשָׂה	עשה			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_013	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_004	Bereishis 2:2	וַיִּשְׁבֹּת בַּיּוֹם הַשְּׁבִיעִי	1	וַיִּשְׁבֹּת	וישבת			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_014	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_004	Bereishis 2:2	וַיִּשְׁבֹּת בַּיּוֹם הַשְּׁבִיעִי	2	בַּיּוֹם	ביום			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_015	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_004	Bereishis 2:2	וַיִּשְׁבֹּת בַּיּוֹם הַשְּׁבִיעִי	3	הַשְּׁבִיעִי	השביעי			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_016	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_005	Bereishis 2:2	מִכָּל מְלַאכְתּוֹ אֲשֶׁר עָשָׂה	1	מִכָּל	מכל			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_017	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_005	Bereishis 2:2	מִכָּל מְלַאכְתּוֹ אֲשֶׁר עָשָׂה	2	מְלַאכְתּוֹ	מלאכתו			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_018	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_005	Bereishis 2:2	מִכָּל מְלַאכְתּוֹ אֲשֶׁר עָשָׂה	3	אֲשֶׁר	אשר			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_019	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_005	Bereishis 2:2	מִכָּל מְלַאכְתּוֹ אֲשֶׁר עָשָׂה	4	עָשָׂה	עשה			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_020	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_006	Bereishis 2:3	וַיְבָרֶךְ אֱלֹהִים אֶת יוֹם הַשְּׁבִיעִי וַיְקַדֵּשׁ אֹתוֹ	1	וַיְבָרֶךְ	ויברך			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_021	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_006	Bereishis 2:3	וַיְבָרֶךְ אֱלֹהִים אֶת יוֹם הַשְּׁבִיעִי וַיְקַדֵּשׁ אֹתוֹ	2	אֱלֹהִים	אלהים			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_022	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_006	Bereishis 2:3	וַיְבָרֶךְ אֱלֹהִים אֶת יוֹם הַשְּׁבִיעִי וַיְקַדֵּשׁ אֹתוֹ	3	אֶת	את			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_023	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_006	Bereishis 2:3	וַיְבָרֶךְ אֱלֹהִים אֶת יוֹם הַשְּׁבִיעִי וַיְקַדֵּשׁ אֹתוֹ	4	יוֹם	יום			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_024	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_006	Bereishis 2:3	וַיְבָרֶךְ אֱלֹהִים אֶת יוֹם הַשְּׁבִיעִי וַיְקַדֵּשׁ אֹתוֹ	5	הַשְּׁבִיעִי	השביעי			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_025	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_006	Bereishis 2:3	וַיְבָרֶךְ אֱלֹהִים אֶת יוֹם הַשְּׁבִיעִי וַיְקַדֵּשׁ אֹתוֹ	6	וַיְקַדֵּשׁ	ויקדש			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_026	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_006	Bereishis 2:3	וַיְבָרֶךְ אֱלֹהִים אֶת יוֹם הַשְּׁבִיעִי וַיְקַדֵּשׁ אֹתוֹ	7	אֹתוֹ	אתו			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_027	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_007	Bereishis 2:3	כִּי בוֹ שָׁבַת	1	כִּי	כי			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_028	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_007	Bereishis 2:3	כִּי בוֹ שָׁבַת	2	בוֹ	בו			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_029	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_007	Bereishis 2:3	כִּי בוֹ שָׁבַת	3	שָׁבַת	שבת			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_030	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_008	Bereishis 2:3	מִכָּל מְלַאכְתּוֹ	1	מִכָּל	מכל			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_031	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_008	Bereishis 2:3	מִכָּל מְלַאכְתּוֹ	2	מְלַאכְתּוֹ	מלאכתו			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_032	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_009	Bereishis 2:3	אֲשֶׁר בָּרָא אֱלֹהִים לַעֲשׂוֹת	1	אֲשֶׁר	אשר			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_033	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_009	Bereishis 2:3	אֲשֶׁר בָּרָא אֱלֹהִים לַעֲשׂוֹת	2	בָּרָא	ברא			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_034	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_009	Bereishis 2:3	אֲשֶׁר בָּרָא אֱלֹהִים לַעֲשׂוֹת	3	אֱלֹהִים	אלהים			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_035	data/verified_source_skill_maps/bereishis_2_1_to_2_3_source_to_skill_map.tsv	row_009	Bereishis 2:3	אֲשֶׁר בָּרָא אֱלֹהִים לַעֲשׂוֹת	4	לַעֲשׂוֹת	לעשות			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_036	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_001	Bereishis 2:4	אֵלֶּה	1	אֵלֶּה	אלה			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_037	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_002	Bereishis 2:4	תוֹלְדוֹת	1	תוֹלְדוֹת	תולדות			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_038	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_003	Bereishis 2:4	הַשָּׁמַיִם וְהָאָרֶץ	1	הַשָּׁמַיִם	השמים			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_039	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_003	Bereishis 2:4	הַשָּׁמַיִם וְהָאָרֶץ	2	וְהָאָרֶץ	והארץ			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_040	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_004	Bereishis 2:4	בְּהִבָּרְאָם	1	בְּהִבָּרְאָם	בהבראם			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_041	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_005	Bereishis 2:4	בְּיוֹם עֲשׂוֹת יְהוָה אֱלֹהִים	1	בְּיוֹם	ביום			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_042	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_005	Bereishis 2:4	בְּיוֹם עֲשׂוֹת יְהוָה אֱלֹהִים	2	עֲשׂוֹת	עשות			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_043	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_005	Bereishis 2:4	בְּיוֹם עֲשׂוֹת יְהוָה אֱלֹהִים	3	יְהוָה	יהוה			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_044	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_005	Bereishis 2:4	בְּיוֹם עֲשׂוֹת יְהוָה אֱלֹהִים	4	אֱלֹהִים	אלהים			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_045	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_006	Bereishis 2:4	אֶרֶץ וְשָׁמָיִם	1	אֶרֶץ	ארץ			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_046	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_006	Bereishis 2:4	אֶרֶץ וְשָׁמָיִם	2	וְשָׁמָיִם	ושמים			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_047	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_007	Bereishis 2:5	וְכֹל שִׂיחַ הַשָּׂדֶה	1	וְכֹל	וכל			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_048	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_007	Bereishis 2:5	וְכֹל שִׂיחַ הַשָּׂדֶה	2	שִׂיחַ	שיח			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_049	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_007	Bereishis 2:5	וְכֹל שִׂיחַ הַשָּׂדֶה	3	הַשָּׂדֶה	השדה			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_050	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_008	Bereishis 2:5	טֶרֶם יִהְיֶה בָאָרֶץ	1	טֶרֶם	טרם			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_051	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_008	Bereishis 2:5	טֶרֶם יִהְיֶה בָאָרֶץ	2	יִהְיֶה	יהיה			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
p2_vocab_052	data/verified_source_skill_maps/bereishis_2_4_to_2_17_source_to_skill_map.tsv	row_008	Bereishis 2:5	טֶרֶם יִהְיֶה בָאָרֶץ	3	בָאָרֶץ	בארץ			needs_yossi_review			sefaria_bereishis_english_metsudah; linear_chumash_translation_most_parshiyos_in_torah	verified_source_to_skill_map	Vocabulary/shoresh candidate created from verified Perek 2 source row; isolated meaning or shoresh must be supplied by later review before eligibility.	low	pending_yossi_enrichment_review			needs_review	false	false	false
